program_id,title,program_description,cleaned_description
12469,Storage wars : enchères surprises,"En Californie, les entrepôts de stockage laissés à l'abandon ou impayés par leurs propriétaires peuvent être vendus aux enchères. Des brocanteurs, redoutables en affaires, se livrent une véritable guerre des enchères pour remporter ces garde-meubles dont ils espèrent tirer le maximum de profit.","en californie, les entrepôts de stockage laissés à l'abandon ou impayés par leurs propriétaires peuvent être vendus aux enchères. des brocanteurs, redoutables en affaires, se livrent une véritable guerre des enchères pour remporter ces garde-meubles dont ils espèrent tirer le maximum de profit."
47581,Beyblade Burst Rise,"Beyblade, le phénomène qui fait tourbillonner toutes les cours de récré, fait son grand retour avec la quatrième saison de la saga Burst. Dans cette saison les nouvelles recrues vont partir pour le Japon, berceau de Beyblade. Mais, le chemin vers ...","beyblade, le phénomène qui fait tourbillonner toutes les cours de récré, fait son grand retour avec la quatrième saison de la saga burst. dans cette saison les nouvelles recrues vont partir pour le japon, berceau de beyblade. mais, le chemin vers ..."
42759,"Scooby-Doo, Mystères Associés",,
50612,Yu-Gi-Oh - Duel Monsters,Pas de résumé disponible.,pas de résumé disponible.
45834,Fun Zone: Le jeu qui vous en met plein les yeux,"Direction le Futuroscope ! Le temps de 2 émissions, Joan Faggianelli embarque des familles ainsi que des personnalités bien connues des enfants pour un max de défis, de sensations, et de fous-rires. Le principe du jeu est simple : plus les équipes...","direction le futuroscope ! le temps de 2 émissions, joan faggianelli embarque des familles ainsi que des personnalités bien connues des enfants pour un max de défis, de sensations, et de fous-rires. le principe du jeu est simple : plus les équipes..."
46736,Australian Crime Stories,"Dans Australian Crime Stories, découvrez l'histoire captivante des crimes les plus célèbres d'Australie. A partir de l'analyse des preuves réunies par la police et les témoignages des divers protagonistes, chaque épisode tente de trouver les raisons et motivations de ces meurtres. Assurez-vous d'avoir bien fermé votre porte à clé et préparez-vous à frissonner en pénétrant l'esprit des pires criminels de l'Histoire !","dans australian crime stories, découvrez l'histoire captivante des crimes les plus célèbres d'australie. a partir de l'analyse des preuves réunies par la police et les témoignages des divers protagonistes, chaque épisode tente de trouver les raisons et motivations de ces meurtres. assurez-vous d'avoir bien fermé votre porte à clé et préparez-vous à frissonner en pénétrant l'esprit des pires criminels de l'histoire !"
45375,Vacances préférées des français,"Pour son tout premier numéro, le magazine « Les vacances préférées des Français » vous invite à découvrir un mode de séjours que les Français adorent : les vacances itinérantes en camping-car. 

L'été dernier, plus d'un million de Français ont pris la route pour des vacances en liberté. C'est le cas de la famille Forget : Coralie, Albéric et leurs 2 enfants ont décidé de découvrir Belle-Île-en-Mer à bord d'un van, la toute nouvelle tendance en matière de camping-car. Confort spartiate et équipement minimaliste pour un retour aux sources garanti ! Mais ces vacances ne vont pas forcément séduire tous les membres de la famille… 
D'autres vont plus loin comme les Potier. Pour eux, les vacances, ce sera toute l'année : ils ont vendu leur maison et quitté l'île de la Réunion pour acheter un camping-car et faire un tour du monde en famille. Une nouvelle vie où on travaille à distance, et où l'on fait l'école à la maison. Mais ce changement va-t-il leur plaire ? Comment se lance-t-on dans une telle aventure ?
Fred et Sylvia, eux, ont vu les choses en grand. Ce couple d'aventuriers a acheté le camping-car du futur : 400 000 euros, les économies de toute une vie. Un engin tout terrain capable de les emmener dans les contrées les plus reculées, mais conduire ce monstre roulant sur les pistes du Maroc va leur réserver quelques surprises.

En route pour des vacances mouvementées qui laisseront à tous des souvenirs inoubliables !","pour son tout premier numéro, le magazine « les vacances préférées des français » vous invite à découvrir un mode de séjours que les français adorent : les vacances itinérantes en camping-car. 

l'été dernier, plus d'un million de français ont pris la route pour des vacances en liberté. c'est le cas de la famille forget : coralie, albéric et leurs 2 enfants ont décidé de découvrir belle-île-en-mer à bord d'un van, la toute nouvelle tendance en matière de camping-car. confort spartiate et équipement minimaliste pour un retour aux sources garanti ! mais ces vacances ne vont pas forcément séduire tous les membres de la famille… 
d'autres vont plus loin comme les potier. pour eux, les vacances, ce sera toute l'année : ils ont vendu leur maison et quitté l'île de la réunion pour acheter un camping-car et faire un tour du monde en famille. une nouvelle vie où on travaille à distance, et où l'on fait l'école à la maison. mais ce changement va-t-il leur plaire ? comment se lance-t-on dans une telle aventure ?
fred et sylvia, eux, ont vu les choses en grand. ce couple d'aventuriers a acheté le camping-car du futur : 400 000 euros, les économies de toute une vie. un engin tout terrain capable de les emmener dans les contrées les plus reculées, mais conduire ce monstre roulant sur les pistes du maroc va leur réserver quelques surprises.

en route pour des vacances mouvementées qui laisseront à tous des souvenirs inoubliables !"
45681,Cauchemar en cuisine avec Gordon Ramsay,"Un chef étoilé vient en aide à des cuisiniers à la dérive. Ensemble, ils reprennent en main des restaurants qui étaient sur le point de faire faillite. Gordon Ramsay n’a pas de temps à perdre ! Ce chef exigeant et au franc parlé redoutable a autant de travail au niveau de la qualité de la cuisine qu’il essaye d’améliorer que du côté du personnel qui manque souvent de professionnalisme.","un chef étoilé vient en aide à des cuisiniers à la dérive. ensemble, ils reprennent en main des restaurants qui étaient sur le point de faire faillite. gordon ramsay n’a pas de temps à perdre ! ce chef exigeant et au franc parlé redoutable a autant de travail au niveau de la qualité de la cuisine qu’il essaye d’améliorer que du côté du personnel qui manque souvent de professionnalisme."
42669,The Explorers : Le grand inventaire de la Planète,"Polynésie, Grand Nord Arctique, Honduras, Namibie, Indonésie… autant de lieux dont la seule évocation fait rêver. Régions après régions, pays après pays, la collection dresse un inventaire complet de la diversité naturelle et culturelle de la Terre","polynésie, grand nord arctique, honduras, namibie, indonésie… autant de lieux dont la seule évocation fait rêver. régions après régions, pays après pays, la collection dresse un inventaire complet de la diversité naturelle et culturelle de la terre"
45108,Pierrot le fou,"Ferdinand, marié à une femme riche, s'ennuie. Au cours d'une soirée, il rencontre Marianne, une étudiante qu'il a connue cinq ans auparavant. Délaissant son épouse, il s'entiche de la belle et s'installe avec elle. Mêlée à des affaires louches, Marianne contraint le couple à entrer dans la clandestinité..","ferdinand, marié à une femme riche, s'ennuie. au cours d'une soirée, il rencontre marianne, une étudiante qu'il a connue cinq ans auparavant. délaissant son épouse, il s'entiche de la belle et s'installe avec elle. mêlée à des affaires louches, marianne contraint le couple à entrer dans la clandestinité.."
47643,Les Croods : Origines,"Après leur succès mondial sur grand écran et une folle saison 1, la famille ""préhistérique"" est de retour dans une saison 2 décoiffante. Le voyage dans l'ère ""Croodzoïque"" se poursuit dans de nouvelles aventures mouvementées!","après leur succès mondial sur grand écran et une folle saison 1, la famille ""préhistérique"" est de retour dans une saison 2 décoiffante. le voyage dans l'ère ""croodzoïque"" se poursuit dans de nouvelles aventures mouvementées!"
50728,The cleaner,"Donovan Tavera est nettoyeur médico-légal à Mexico, un travail atypique qui consiste à faire disparaître toutes traces d'homicide sur les scènes de crime après le passage des enquêteurs. Bien plus qu'un simple ""service"", le travail de Donovan revêt une importance particulière dans une société mexicaine où la mort occupe une place à part dans la culture et dans les croyances populaires.","donovan tavera est nettoyeur médico-légal à mexico, un travail atypique qui consiste à faire disparaître toutes traces d'homicide sur les scènes de crime après le passage des enquêteurs. bien plus qu'un simple ""service"", le travail de donovan revêt une importance particulière dans une société mexicaine où la mort occupe une place à part dans la culture et dans les croyances populaires."
42730,Les enfants de la télé,Les enfants de la télé,les enfants de la télé
42802,Des chiffres et des lettres,Calcul mental et maîtrise de l'orthographe sont les maîtres mots de ce célèbre jeu.,calcul mental et maîtrise de l'orthographe sont les maîtres mots de ce célèbre jeu.
50279,C ce soir le débat,Présenté par Karim Rissouli.,présenté par karim rissouli.
46010,Massive Monster Mayhem - Le Monstrueux Challenge,"L'effrayant Master Mayhem menace l'univers... Pour contrer ses plans, dans chaque épisode, trois candidats s'affrontent lors de trois grands défis intergalactiques où ils devront tester leur agilité et leur bravoure et faire preuve d'une grande fo...","l'effrayant master mayhem menace l'univers... pour contrer ses plans, dans chaque épisode, trois candidats s'affrontent lors de trois grands défis intergalactiques où ils devront tester leur agilité et leur bravoure et faire preuve d'une grande fo..."
48028,Ring Comédie Club,"Un divertissement france.tv. Tom Villa, entouré de Big Ali et de ses danseurs du Break Dance Crew, propose à deux équipes de trois humoristes de s’affronter en 3 manches à coup de vannes et tous les coups sont permis. Tom Villa propose à ceux qui représentent la scène humoristique française un nouveau terrain de jeu inédit.","un divertissement france.tv. tom villa, entouré de big ali et de ses danseurs du break dance crew, propose à deux équipes de trois humoristes de s’affronter en 3 manches à coup de vannes et tous les coups sont permis. tom villa propose à ceux qui représentent la scène humoristique française un nouveau terrain de jeu inédit."
50461,Megastadium : le tour d'Europe,"Le prochain championnat d'Europe de football aura lieu dans certains des stades les plus légendaires d'Europe. Découvrez les défis de la construction de ces mégastructures qui accueilleront des centaines de millions de spectateurs, leur enthousiasme et leurs chansons pour cette compétition historique et prestigieuse","le prochain championnat d'europe de football aura lieu dans certains des stades les plus légendaires d'europe. découvrez les défis de la construction de ces mégastructures qui accueilleront des centaines de millions de spectateurs, leur enthousiasme et leurs chansons pour cette compétition historique et prestigieuse"
50955,Nous sommes la GÉNÉRATION 2021,"Les 18-25 ans souffrent fortement de la crise sanitaire. Pour comprendre leurs difficultés, valoriser leurs initiatives et leur apporter des solutions concrètes, cette soirée spéciale leur donne la parole. et réunit étudiants, jeunes travailleurs, précaire ou chômeurs.","les 18-25 ans souffrent fortement de la crise sanitaire. pour comprendre leurs difficultés, valoriser leurs initiatives et leur apporter des solutions concrètes, cette soirée spéciale leur donne la parole. et réunit étudiants, jeunes travailleurs, précaire ou chômeurs."
50847,La grande aventure de l'homo sapiens,"L'anthropologue canadien Niobe Thompson essaie de pister l'homo sapiens afin de comprendre ce qui lui a permis de coloniser le monde, en partant de l'Afrique.","l'anthropologue canadien niobe thompson essaie de pister l'homo sapiens afin de comprendre ce qui lui a permis de coloniser le monde, en partant de l'afrique."
50485,My Little Pony: Pony Life,"Découvrez le côté amusant de l'Amitié avec My little Pony : Pony Life ! Passer du temps chez leurs amis ou au Sugarcube Corner, tel est le quotidien des poneys. Pinkie Pie sert des petits gâteaux glacés aux meilleurs clients du monde: ses amis ! E...","découvrez le côté amusant de l'amitié avec my little pony : pony life ! passer du temps chez leurs amis ou au sugarcube corner, tel est le quotidien des poneys. pinkie pie sert des petits gâteaux glacés aux meilleurs clients du monde: ses amis ! e..."
42799,DCI Banks,,
50667,Power Rangers Dino Charge,"De nos jours, Sledge, un chasseur de primes intergalactique, fouille la Terre à la recherche des Energemmes, 12 pierres précieuses confiées à des dinosaures dans la préhistoire, dans le but de maîtriser leurs pouvoirs et de détruire le monde.","de nos jours, sledge, un chasseur de primes intergalactique, fouille la terre à la recherche des energemmes, 12 pierres précieuses confiées à des dinosaures dans la préhistoire, dans le but de maîtriser leurs pouvoirs et de détruire le monde."
47402,Terre des géants,"Partons aux quatre coins de la planète en compagnie des meilleurs scientifiques spécialistes des cachalots, requins, éléphants, rhinocéros, gorilles des montagnes ou anaconda pour mieux comprendre ces espèces et découvrir ce qu’on doit faire pour mieux les protéger","partons aux quatre coins de la planète en compagnie des meilleurs scientifiques spécialistes des cachalots, requins, éléphants, rhinocéros, gorilles des montagnes ou anaconda pour mieux comprendre ces espèces et découvrir ce qu’on doit faire pour mieux les protéger"
45886,We love chanson française,Revisitez les plus belles et emblématiques chansons françaises avec Alex Vizorek.,revisitez les plus belles et emblématiques chansons françaises avec alex vizorek.
10690,Le 1245,Retrouvez toute l'actualité de la mi-journée.,retrouvez toute l'actualité de la mi-journée.
47984,Sex talk,Une série francetv slash.,une série francetv slash.
44318,Martin Weill - La révolution du genre,"Longtemps taboue ou caricaturée, la transidentité s'affiche aujourd'hui au grand jour, et bouscule bien des a priori. Et au-delà de la transidentité, c'est le modèle binaire ""garçon/ fille"" qui est aujourd'hui","longtemps taboue ou caricaturée, la transidentité s'affiche aujourd'hui au grand jour, et bouscule bien des a priori. et au-delà de la transidentité, c'est le modèle binaire ""garçon/ fille"" qui est aujourd'hui"
45779,Kally's Mashup (Spéciaux),Les acteurs de la série viennent présenter quelques clips de Kally's Mashup.,les acteurs de la série viennent présenter quelques clips de kally's mashup.
47902,Open Homes : déco et architecture en Australie,"Son nom ne vous dit peut-être rien, mais Natalee Bowen est une décoratrice d'intérieur très célèbre en Australie. A ses côtés, visitez d'incroyables demeures aux particularités à couper le souffle. Déco de rêve, extérieurs incroyables, technologies futuristes, vues impressionnantes... Découvrez ce qui se fait de mieux en matière d'architecture et de décoration ! Avec en prime, à chaque épisode, de précieux conseils pour réaménager votre intérieur de façon astucieuse !","son nom ne vous dit peut-être rien, mais natalee bowen est une décoratrice d'intérieur très célèbre en australie. a ses côtés, visitez d'incroyables demeures aux particularités à couper le souffle. déco de rêve, extérieurs incroyables, technologies futuristes, vues impressionnantes... découvrez ce qui se fait de mieux en matière d'architecture et de décoration ! avec en prime, à chaque épisode, de précieux conseils pour réaménager votre intérieur de façon astucieuse !"
42961,Journal de 13 heures,"Du lundi au vendredi ""LE 13h"" vous est présenté par Jacques Legros à 12h58. Depuis bientôt 40 ans la rédaction TF1 vous informe de l'actualité régionale, nationale et internationale. Le journal de 13h met également en valeur nos régions à tra...","du lundi au vendredi ""le 13h"" vous est présenté par jacques legros à 12h58. depuis bientôt 40 ans la rédaction tf1 vous informe de l'actualité régionale, nationale et internationale. le journal de 13h met également en valeur nos régions à tra..."
50754,Duos Mystères,"Pour la première fois à la télévision, les plus grandes stars acceptent de monter sur scène pour chanter un duo… sans savoir avec qui elles vont le partager ! Bienvenue dans un cache-cache musical inédit où les artistes et le public iront de s...","pour la première fois à la télévision, les plus grandes stars acceptent de monter sur scène pour chanter un duo… sans savoir avec qui elles vont le partager ! bienvenue dans un cache-cache musical inédit où les artistes et le public iront de s..."
44257,Les animaux du zoo,"Vous craquez pour Yang ou Rewa ? Retrouvez leur histoire et celles de plusieurs animaux du zoo de La Flèche. Vous pourrez voir ou revoir leur évolution au fil des 9 saisons, les modifications de leurs comportements envers leurs condisciples et leurs soigneurs.","vous craquez pour yang ou rewa ? retrouvez leur histoire et celles de plusieurs animaux du zoo de la flèche. vous pourrez voir ou revoir leur évolution au fil des 9 saisons, les modifications de leurs comportements envers leurs condisciples et leurs soigneurs."
43177,CTPS,"« CTPS », c’est le tout nouveau magazine de vulgarisation scientifique destiné à tous les curieux. Depuis leur cabane, nos apprentis scientifiques, Max Bird, Cécile Djunga et Matthieu Duméry, se penchent e sur un thème qui fascine petits et grands. Guidés par SAMI, leur box d’apprentissage dont ils consultent les mises à jour, nos héros nous inviteront à un voyage ludique à travers les connaissances par le biais d’expérimentations, de maquettes et de reportages sur le terrain.","« ctps », c’est le tout nouveau magazine de vulgarisation scientifique destiné à tous les curieux. depuis leur cabane, nos apprentis scientifiques, max bird, cécile djunga et matthieu duméry, se penchent e sur un thème qui fascine petits et grands. guidés par sami, leur box d’apprentissage dont ils consultent les mises à jour, nos héros nous inviteront à un voyage ludique à travers les connaissances par le biais d’expérimentations, de maquettes et de reportages sur le terrain."
34212,Top 50,"Lors de deux nouvelles émissions exceptionnelles, enregistrées en public au Palais du Sports de Paris, et placées sous le signe de la fête, de la bonne humeur et de la nostalgie, vous allez découvrir les chansons qui ont fait le plus danser depuis la création du célèbre classement.","lors de deux nouvelles émissions exceptionnelles, enregistrées en public au palais du sports de paris, et placées sous le signe de la fête, de la bonne humeur et de la nostalgie, vous allez découvrir les chansons qui ont fait le plus danser depuis la création du célèbre classement."
47410,Bébé Clifford,Les aventures de Clifford le gros chien rouge quand il n'était encore qu'un petit chiot.,les aventures de clifford le gros chien rouge quand il n'était encore qu'un petit chiot.
49673,Cage Warriors,"Vivez en exclusivité sur 6play les combats de MMA avec Cage Warriors, la principale organisation européenne d'arts martiaux mixte (MMA) !
Composée des meilleurs athlètes européens dont les Français Morgan Charrière et Mehdi Ben Lakhdhar, Cage Warriors a vu éclore de nombreuses stars du MMA","vivez en exclusivité sur 6play les combats de mma avec cage warriors, la principale organisation européenne d'arts martiaux mixte (mma) !
composée des meilleurs athlètes européens dont les français morgan charrière et mehdi ben lakhdhar, cage warriors a vu éclore de nombreuses stars du mma"
42738,"13h15, le dimanche...","13h15, le dimanche...","13h15, le dimanche..."
43237,Les pouvoirs extraordinaires du corps humain,,
43105,Le grand échiquier,"Le Grand Echiquier mêle tous les arts et toutes les générations d'artistes et propose des rencontres artistiques exceptionnelles, inédites et insoupçonnables entre chanteurs, musiciens, chorégraphes, danseurs, humoristes ou encore chefs d'orchestre.","le grand echiquier mêle tous les arts et toutes les générations d'artistes et propose des rencontres artistiques exceptionnelles, inédites et insoupçonnables entre chanteurs, musiciens, chorégraphes, danseurs, humoristes ou encore chefs d'orchestre."
44233,Oum le Dauphin Blanc,"Dans un coin de paradis de la Polynésie, Yann et Marina vivent des aventures trépidantes avec leur ami Oum le Dauphin Blanc. Dès leur rencontre, le courageux et instinctif Oum s’est lancé au devant du danger pour sauver son ami Yann du dangereux ...","dans un coin de paradis de la polynésie, yann et marina vivent des aventures trépidantes avec leur ami oum le dauphin blanc. dès leur rencontre, le courageux et instinctif oum s’est lancé au devant du danger pour sauver son ami yann du dangereux ..."
47442,Les duos de l'histoire de l'art,"Retrouvez les duos mythiques de l’histoire de l’art. Edouard Manet, Berthe Morisot, 
Maurice Utrillo, Suzanne Valadon, Vincent Van Gogh, Paul Gauguin, Aristide Maillol, Dina Vierny, Modigliani, Soutine...","retrouvez les duos mythiques de l’histoire de l’art. edouard manet, berthe morisot, 
maurice utrillo, suzanne valadon, vincent van gogh, paul gauguin, aristide maillol, dina vierny, modigliani, soutine..."
47709,Dr Cath - Mission Adoption,"Pour sa première mission adoption, Dr Cath se rend au refuse « Animaux en péril ». Sa première mission est de trouver une famille d´accueil à Xérès, un cheval accueillis à l´âge de à mois.","pour sa première mission adoption, dr cath se rend au refuse « animaux en péril ». sa première mission est de trouver une famille d´accueil à xérès, un cheval accueillis à l´âge de à mois."
45380,Le meilleur métier du monde,"À l'âge où l'on commence à se demander ce que l'on veut faire plus tard ou à en avoir une idée précise, Le Meilleur Métier du monde favorise la rencontre d'un enfant, d'un métier et d'un professionnel.","à l'âge où l'on commence à se demander ce que l'on veut faire plus tard ou à en avoir une idée précise, le meilleur métier du monde favorise la rencontre d'un enfant, d'un métier et d'un professionnel."
50633,Ma vie rurale,"Ils sont les héros de nos campagnes. Dans toutes les régions de notre pays, à travers les histoires croisées de ces hommes et de ces femmes engagés, nous  découvrons une France généreuse, courageuse, passionnée, innovante. Cette série à la réalisation soignée permet de redécouvrir la beauté spectaculaire de la France rurale et d’approcher au plus près la réalité de ces hommes et de ces femmes qui se battent pour la faire vivre ou revivre. Une immersion inédite dans la vraie vie de nos campagnes.","ils sont les héros de nos campagnes. dans toutes les régions de notre pays, à travers les histoires croisées de ces hommes et de ces femmes engagés, nous  découvrons une france généreuse, courageuse, passionnée, innovante. cette série à la réalisation soignée permet de redécouvrir la beauté spectaculaire de la france rurale et d’approcher au plus près la réalité de ces hommes et de ces femmes qui se battent pour la faire vivre ou revivre. une immersion inédite dans la vraie vie de nos campagnes."
46058,Le zapping de la télé,"Chaque semaine Paris Première offre le condensé des meilleures séquences de la télé dans LE ZAPPING DE LA TELE. Un moment unique pour se divertir, rire et voir ou revoir ce dont tout le monde a parlé. © Kangai","chaque semaine paris première offre le condensé des meilleures séquences de la télé dans le zapping de la tele. un moment unique pour se divertir, rire et voir ou revoir ce dont tout le monde a parlé. © kangai"
42731,"Les enfants de la télé, la suite",,
49813,C'est pas sorcier,"Retrouve le magazine de la science et de la découverte, ludique, accessible dès le plus jeune âge et pour toute la famille !","retrouve le magazine de la science et de la découverte, ludique, accessible dès le plus jeune âge et pour toute la famille !"
50935,There's something you should know,"Deux hommes et quatre femmes qui ont tous un handicap sont à la recherche du grand amour. Après avoir fait connaissance avec 3 prétendants par téléphone, ils vont devoir en choisir 2 pour les rencontrer. Mais comment ces derniers vont-ils réagir en découvrant la particularité de leur date ? Et cela pourrait-il remettre en cause un éventuel deuxième rendez-vous ?","deux hommes et quatre femmes qui ont tous un handicap sont à la recherche du grand amour. après avoir fait connaissance avec 3 prétendants par téléphone, ils vont devoir en choisir 2 pour les rencontrer. mais comment ces derniers vont-ils réagir en découvrant la particularité de leur date ? et cela pourrait-il remettre en cause un éventuel deuxième rendez-vous ?"
44037,La vallée des Moomins,"Moomin, héros curieux et idéaliste, vit au cœur de la contrée magique de la vallée des Moomins, entouré de sa famille et d’amis extraordinaires. À travers son parcours initiatique, on en apprend plus sur notre propre humanité,","moomin, héros curieux et idéaliste, vit au cœur de la contrée magique de la vallée des moomins, entouré de sa famille et d’amis extraordinaires. à travers son parcours initiatique, on en apprend plus sur notre propre humanité,"
49475,Ils inventent le Futur,"De nouvelles technologies en grandes découvertes, nous partons aujourd’hui pour un voyage dans le futur, à la rencontre de femmes et d’hommes animés par le désir de révolutionner nos sociétés. Grâce à leurs idées et leur détermination, ils façonnent un avenir plus radieux, intelligent et durable. Ce sont les pionniers du futur.","de nouvelles technologies en grandes découvertes, nous partons aujourd’hui pour un voyage dans le futur, à la rencontre de femmes et d’hommes animés par le désir de révolutionner nos sociétés. grâce à leurs idées et leur détermination, ils façonnent un avenir plus radieux, intelligent et durable. ce sont les pionniers du futur."
50307,La loi de la survie,"Pour les animaux sauvages, la vie est une question de survie. Et dans cette bataille quotidienne, de nombreuses espèces se sont adaptées de manière incroyable, partout dans le monde. La loi de la survie explore la variété de ces comportements et les thèmes les plus importants de la nature. Certains des animaux les plus ingénieux et extraordinaires du monde, sont aussi les plus petits.","pour les animaux sauvages, la vie est une question de survie. et dans cette bataille quotidienne, de nombreuses espèces se sont adaptées de manière incroyable, partout dans le monde. la loi de la survie explore la variété de ces comportements et les thèmes les plus importants de la nature. certains des animaux les plus ingénieux et extraordinaires du monde, sont aussi les plus petits."
49415,Extravagantes,"« Ça change de Drucker ! » s'exclame François-Xavier Demaison en pleine émission.
Bienvenue chez les Extravagantes ! Un cabaret show totalement décalé qui nous plonge dans l'univers fascinant des créatures : Soa de muse, Brenda Mour, Patachtouille, Oiseau Joli et Corrine.
Paris Première renoue avec le monde de la nuit avec des artistes spectaculaires, glamour, et fascinantes. 
Chaque mois, avec humour et un sens du spectacle inégalé, elles entraînent dans leur univers un nouvel invité.","« ça change de drucker ! » s'exclame françois-xavier demaison en pleine émission.
bienvenue chez les extravagantes ! un cabaret show totalement décalé qui nous plonge dans l'univers fascinant des créatures : soa de muse, brenda mour, patachtouille, oiseau joli et corrine.
paris première renoue avec le monde de la nuit avec des artistes spectaculaires, glamour, et fascinantes. 
chaque mois, avec humour et un sens du spectacle inégalé, elles entraînent dans leur univers un nouvel invité."
51174,1941-1945 : au cœur de la guerre du pacifique,"Le 7 décembre 1941, le Japon joue son va-tout et bombarde la flotte américaine du Pacifique stationnée à Pearl Harbor, Hawaï. Au cours des mois suivants, les forces japonaises se déchaînent à travers l'Asie, humiliant l'Amérique et ses alliés. L'Empire du Soleil levant semble alors imbattable. Mais l'Amérique riposte alors... Le conflit dans le Pacifique instaure une nouvelle forme de guerre navale.","le 7 décembre 1941, le japon joue son va-tout et bombarde la flotte américaine du pacifique stationnée à pearl harbor, hawaï. au cours des mois suivants, les forces japonaises se déchaînent à travers l'asie, humiliant l'amérique et ses alliés. l'empire du soleil levant semble alors imbattable. mais l'amérique riposte alors... le conflit dans le pacifique instaure une nouvelle forme de guerre navale."
47480,Le meilleur pâtissier : gâteaux sur commande,"Restez à table car les meilleurs pâtissiers prennent les commandes ! Des pâtissiers amateurs emblématiques de l'émission vont en effet s'affronter en duels ! Pour la première fois, ils vont devoir répondre à une véritable commande : anniversaire, mariage ou autre événement... mais un seul d'entre eux se verra commander son gâteau ! Et chaque semaine, Merouan proposera une recette facile et rapide à réaliser chez soi.","restez à table car les meilleurs pâtissiers prennent les commandes ! des pâtissiers amateurs emblématiques de l'émission vont en effet s'affronter en duels ! pour la première fois, ils vont devoir répondre à une véritable commande : anniversaire, mariage ou autre événement... mais un seul d'entre eux se verra commander son gâteau ! et chaque semaine, merouan proposera une recette facile et rapide à réaliser chez soi."
47825,The Chocolate Queen,"Le chocolat, on l'aime, et dans tous ses états ! Ca tombe bien, car avec Kirsten Tibballs, Cheffe pâtissière et chocolatière de renommée internationale, vous allez être servis... Découvrez les incroyables recettes et astuces de celle qui a été proclamée Reine du chocolat dans l'émission MasterChef Australie. Attention... effet waouh garanti !","le chocolat, on l'aime, et dans tous ses états ! ca tombe bien, car avec kirsten tibballs, cheffe pâtissière et chocolatière de renommée internationale, vous allez être servis... découvrez les incroyables recettes et astuces de celle qui a été proclamée reine du chocolat dans l'émission masterchef australie. attention... effet waouh garanti !"
47564,[AVP] - Familles nombreuses : la vie en XXL,"Au départ ils avaient 1 enfant, puis un 2ème, un 3ème et la famille n’a cessé de s’agrandir … Jusqu’à 9 enfants aujourd’hui pour certaines familles ! Pendant plusieurs mois et aux 4 coins de la France, partez à la découverte de la vie ...","au départ ils avaient 1 enfant, puis un 2ème, un 3ème et la famille n’a cessé de s’agrandir … jusqu’à 9 enfants aujourd’hui pour certaines familles ! pendant plusieurs mois et aux 4 coins de la france, partez à la découverte de la vie ..."
51386,"La Corse, beauté sauvage","Si tout le monde s’accorde à dire que la Corse figure parmi les plus belles îles du monde, c’est qu’elle jouit d’un patrimoine naturel et culturel exceptionnellement riche et original. Elle recèle d’une extraordinaire diversité de paysages. Et en s’éloignant des zones touristiques il existe des lieux sauvages, fantasmatiques et peu explorés. Loin des clichés récurrents, cette série documentaire a l’ambition de vous emmener à la découverte d’une nature et d’hommes hors du commun.","si tout le monde s’accorde à dire que la corse figure parmi les plus belles îles du monde, c’est qu’elle jouit d’un patrimoine naturel et culturel exceptionnellement riche et original. elle recèle d’une extraordinaire diversité de paysages. et en s’éloignant des zones touristiques il existe des lieux sauvages, fantasmatiques et peu explorés. loin des clichés récurrents, cette série documentaire a l’ambition de vous emmener à la découverte d’une nature et d’hommes hors du commun."
50077,The movies,"« The Movies » retrace l'histoire du cinéma américain, de l'âge d'or d'Hollywood (les années 1930 à 1950) à nos jours. 
Des années 30 aux années 50, les studios hollywoodiens créent les films les plus emblématiques et les plus appréciés de tous les temps : « King Kong », « Casablanca », « A star is born »,... C'est l'époque où l'Amérique tombe amoureuse des stars de cinéma comme Bogie (alias Humphrey Bogart), Marlon Brando ou Marilyn qui deviennent des icônes.","« the movies » retrace l'histoire du cinéma américain, de l'âge d'or d'hollywood (les années 1930 à 1950) à nos jours. 
des années 30 aux années 50, les studios hollywoodiens créent les films les plus emblématiques et les plus appréciés de tous les temps : « king kong », « casablanca », « a star is born »,... c'est l'époque où l'amérique tombe amoureuse des stars de cinéma comme bogie (alias humphrey bogart), marlon brando ou marilyn qui deviennent des icônes."
42678,La quotidienne,"Dans la continuité de La Quotidienne, l’émission des nouvelles formes de consommation collaborative, France 5 propose un rendez-vous autour de l’alimentation. Les deux présentateurs de La Quotidienne, Maya Lauqué et Thomas Isle, entourés d’invités, nous font découvrir toutes les bonnes initiatives et les bons plans pour manger mieux et lutter contre le gaspillage alimentaire, en s'intéressant à toutes les démarches de développement durable entreprises dans le domaine de l’alimentation.","dans la continuité de la quotidienne, l’émission des nouvelles formes de consommation collaborative, france 5 propose un rendez-vous autour de l’alimentation. les deux présentateurs de la quotidienne, maya lauqué et thomas isle, entourés d’invités, nous font découvrir toutes les bonnes initiatives et les bons plans pour manger mieux et lutter contre le gaspillage alimentaire, en s'intéressant à toutes les démarches de développement durable entreprises dans le domaine de l’alimentation."
42687,Passage des arts,,
42708,Complément d'enquête,"Le magazine d'investigation hebdomadaire présenté par Jacques Cardoze propose, chaque jeudi, 90 minutes d'enquêtes autour d’un thème d’actualité, alternant reportages et invités en plateau.","le magazine d'investigation hebdomadaire présenté par jacques cardoze propose, chaque jeudi, 90 minutes d'enquêtes autour d’un thème d’actualité, alternant reportages et invités en plateau."
