program_id,title,program_description,cleaned_description
50876,Shame,"Brandon est un beau trentenaire célibataire qui gagne très bien sa vie. Mais il souffre d'une addiction au sexe. Bourreau de travail, le jeune homme est surtout envié par son patron pour ses talents de séducteur. Son quotidien est bouleversé lorsque sa soeur Sissy, une chanteuse de jazz, débarque chez lui..","brandon est un beau trentenaire célibataire qui gagne très bien sa vie. mais il souffre d'une addiction au sexe. bourreau de travail, le jeune homme est surtout envié par son patron pour ses talents de séducteur. son quotidien est bouleversé lorsque sa soeur sissy, une chanteuse de jazz, débarque chez lui.."
43514,New York Section Criminelle,"Dans la guerre contre le crime à New York, les plus redoutables prédateurs sont poursuivis par les inspecteurs de la Section Criminelle. Voici leur histoire… Retrouvez tous les replays de votre série New York Section Criminelle sur MYTF1.","dans la guerre contre le crime à new york, les plus redoutables prédateurs sont poursuivis par les inspecteurs de la section criminelle. voici leur histoire… retrouvez tous les replays de votre série new york section criminelle sur mytf1."
47897,Meurtre à Orléans,"Charlotte Marat, capitaine de police tout juste débarquée de Paris, assiste au dernier défilé des fêtes johanniques quand, la jeune fille qui interprète la figure historique de Jeanne d’Arc, s’effondre au sol touchée par une flèche en plein coeur. Rapidement un rapprochement est fait entre ce meurtre et une blessure de Jeanne d’Arc lors de la bataille pour libérer Orléans en 1429… Avec l’aide du Capitaine Philippe Cransac, son gendre amateur d’histoire médiévale, qu’elle va mener l’enquête.","charlotte marat, capitaine de police tout juste débarquée de paris, assiste au dernier défilé des fêtes johanniques quand, la jeune fille qui interprète la figure historique de jeanne d’arc, s’effondre au sol touchée par une flèche en plein coeur. rapidement un rapprochement est fait entre ce meurtre et une blessure de jeanne d’arc lors de la bataille pour libérer orléans en 1429… avec l’aide du capitaine philippe cransac, son gendre amateur d’histoire médiévale, qu’elle va mener l’enquête."
51345,Denis,"Par deux fois, Vincent, un jeune scientifique, s'est fait voler la femme de sa vie par le même individu, Denis, un homme qui n'a strictement rien d'attirant de prime abord. La seule crainte de Vincent est que l'histoire se répète à nouveau, d'autant qu'il file actuellement le parfait amour avec Anna..","par deux fois, vincent, un jeune scientifique, s'est fait voler la femme de sa vie par le même individu, denis, un homme qui n'a strictement rien d'attirant de prime abord. la seule crainte de vincent est que l'histoire se répète à nouveau, d'autant qu'il file actuellement le parfait amour avec anna.."
51288,Canap 95,"Etienne Carbonnier et son équipe vous proposent un nouveau rendez-vous de nostalgie et d’humour. Sur un plateau inédit et avec des archives jamais rediffusées, il revisitera une année de sa jeunesse.

Son retour dans le passé commencera avec l��...","etienne carbonnier et son équipe vous proposent un nouveau rendez-vous de nostalgie et d’humour. sur un plateau inédit et avec des archives jamais rediffusées, il revisitera une année de sa jeunesse.

son retour dans le passé commencera avec l��..."
47503,Noces rouges,"Sandra, la fille d'une restauratrice de renom, se marie. Tous ses amis et sa famille sont là, y compris sa sœur, Alice, revenue d'Australie après quatre ans d'absence. Mais, alors que la fête bat son plein, la mariée est retrouvée morte au pied d'une falaise. Se serait-elle suicidée ? Vincent Tambarini, ami de la famille et présent au mariage, se voit confier l'enquête. Petit à petit, des secrets de famille resurgissent","sandra, la fille d'une restauratrice de renom, se marie. tous ses amis et sa famille sont là, y compris sa sœur, alice, revenue d'australie après quatre ans d'absence. mais, alors que la fête bat son plein, la mariée est retrouvée morte au pied d'une falaise. se serait-elle suicidée ? vincent tambarini, ami de la famille et présent au mariage, se voit confier l'enquête. petit à petit, des secrets de famille resurgissent"
51188,"Princesse à Dubaï, prisonnière du désert","Le documentaire retrace la vie de la princesse Latifa et révèle comment elle avait planifié son évasion depuis plus de sept ans. Loin de vivre un de conte de fées, elle était surveillée en permanence par son père, l'influent Cheikh Mohammed Al Maktoum, Premier ministre des Émirats Arabes Unis et avait été séquestrée et torturée pour une précédente tentative de fugue ! Mais le film enquête aussi sur le mystère de Shamsa, sœur aînée de Latifa, qui a disparu des rues de Cambridge en 2000...","le documentaire retrace la vie de la princesse latifa et révèle comment elle avait planifié son évasion depuis plus de sept ans. loin de vivre un de conte de fées, elle était surveillée en permanence par son père, l'influent cheikh mohammed al maktoum, premier ministre des émirats arabes unis et avait été séquestrée et torturée pour une précédente tentative de fugue ! mais le film enquête aussi sur le mystère de shamsa, sœur aînée de latifa, qui a disparu des rues de cambridge en 2000..."
47992,Une belle histoire,"De nos jours, en France, trois couples de trentenaires tentent de trouver leur équilibre amoureux et leur bonheur malgré les aléas de la vie et du quotidien. Incidents, quiproquos, drames et grands bonheurs accompagnent leur recherche. Adaptée de la série britannique ""Cold Feet"", cette fiction signée Frédéric Krivine et Emmanuel Daucé (""Un village français"") récompensée au Festival de La Rochelle en 2019 (meilleure série longue)","de nos jours, en france, trois couples de trentenaires tentent de trouver leur équilibre amoureux et leur bonheur malgré les aléas de la vie et du quotidien. incidents, quiproquos, drames et grands bonheurs accompagnent leur recherche. adaptée de la série britannique ""cold feet"", cette fiction signée frédéric krivine et emmanuel daucé (""un village français"") récompensée au festival de la rochelle en 2019 (meilleure série longue)"
46912,Réunions,"À la mort de leur père, deux demi-frères, qui ignoraient leur existence respective, héritent d'un lodge à La Réunion, qu'ils doivent gérer ensemble. L'île a beau être paradisiaque, la tâche ne va pas toujours être simple","à la mort de leur père, deux demi-frères, qui ignoraient leur existence respective, héritent d'un lodge à la réunion, qu'ils doivent gérer ensemble. l'île a beau être paradisiaque, la tâche ne va pas toujours être simple"
47331,Puzzle,"Dans la petite ville de Doulac, un mystérieux corbeau vient perturber les habitants par des révélations sur un meurtre non élucidé ayant eu lieu quelques années plus tôt. Alors que le meurtrier tente de protéger son secret, le juge Thomas Aubert revient en ville prêt à enfin élucider cette affaire.","dans la petite ville de doulac, un mystérieux corbeau vient perturber les habitants par des révélations sur un meurtre non élucidé ayant eu lieu quelques années plus tôt. alors que le meurtrier tente de protéger son secret, le juge thomas aubert revient en ville prêt à enfin élucider cette affaire."
46925,Apocalypse,"De la Première Guerre mondiale, jusqu’au  totalitarisme, Apocalypse raconte les grands conflits mondiaux du XXe siècle à travers le regard de ceux qui l’ont vécue. Stratégie militaire et témoignages du quotidien se mêlent dans cette série documentaire exceptionnelle, constituée exclusivement d’images d’archives colorisées. Un choc sans précédent, pour que les générations se souviennent de l’apocalypse...","de la première guerre mondiale, jusqu’au  totalitarisme, apocalypse raconte les grands conflits mondiaux du xxe siècle à travers le regard de ceux qui l’ont vécue. stratégie militaire et témoignages du quotidien se mêlent dans cette série documentaire exceptionnelle, constituée exclusivement d’images d’archives colorisées. un choc sans précédent, pour que les générations se souviennent de l’apocalypse..."
50453,Le crime lui va si bien,"D’un côté Gaby, « rat des champs » : à la fois flic et paysanne, elle a du caractère et des méthodes bien à elle. De l’autre, Céline, « rat des villes », aussi droite, respectueuse des règles et formaliste, que Gaby est limite, bordélique et brutale. Pourtant, les deux femmes cohabitent, dépassant leur antagonisme pour former un duo de choc, prêt à venir à bout de chaque nouvelle enquête. Une comédie policière riche en rebondissements, qui dessine également un certain amour de la nature","d’un côté gaby, « rat des champs » : à la fois flic et paysanne, elle a du caractère et des méthodes bien à elle. de l’autre, céline, « rat des villes », aussi droite, respectueuse des règles et formaliste, que gaby est limite, bordélique et brutale. pourtant, les deux femmes cohabitent, dépassant leur antagonisme pour former un duo de choc, prêt à venir à bout de chaque nouvelle enquête. une comédie policière riche en rebondissements, qui dessine également un certain amour de la nature"
12467,En famille,"Jacques délaisse Brigitte au profit de sa nouvelle obsession : son potager. Brigitte est en plein déni de vieillesse, ce qui amuse Jacques et ses filles. Marjorie ose  se rapprocher de Jean-Pierre lors de cours de tango enflammés mais tous deux redoublent de gaffes et de non-dits. Antoine et Chloé oscillent entre plans drague ratés, bulletins scolaires catastrophiques et amour par intermittence. Roxanne s'est lancée dans des cours d'arabe pour faire plaisir à Kader (Tarek Boudali)","jacques délaisse brigitte au profit de sa nouvelle obsession : son potager. brigitte est en plein déni de vieillesse, ce qui amuse jacques et ses filles. marjorie ose  se rapprocher de jean-pierre lors de cours de tango enflammés mais tous deux redoublent de gaffes et de non-dits. antoine et chloé oscillent entre plans drague ratés, bulletins scolaires catastrophiques et amour par intermittence. roxanne s'est lancée dans des cours d'arabe pour faire plaisir à kader (tarek boudali)"
50730,Le raid raconté de l'intérieur : 35 ans d'intervention à haut risque,Le raid raconté de l'intérieur : 35 ans d'intervention à haut risque,le raid raconté de l'intérieur : 35 ans d'intervention à haut risque
45184,Un jour sans fin,"En équipe avec sa productrice Rita, d’un naturel joyeux (Andie MacDowell) et son impertinent cameraman (Chris Elliott), l’orgueilleux présentateur météo Phil Connors (Bill Murray) est envoyé à Punxsutawney en Pennsylvanie pour couvrir les festivités annuelles du Jour de la Marmotte. Après avoir été plongé par un blizzard inattendu dans l’enfer d’une petite ville, il voit les choses empirer","en équipe avec sa productrice rita, d’un naturel joyeux (andie macdowell) et son impertinent cameraman (chris elliott), l’orgueilleux présentateur météo phil connors (bill murray) est envoyé à punxsutawney en pennsylvanie pour couvrir les festivités annuelles du jour de la marmotte. après avoir été plongé par un blizzard inattendu dans l’enfer d’une petite ville, il voit les choses empirer"
46219,Les secrets du château,"Le comte Cédric de Breuil est assassiné lors de la fête annuelle donnée au château de La Rochefoucauld. Épaulé par le lieutenant Sarah Slimani, le commandant Meurisse est chargé d'enquêter sur le meurtre. Cependant, il connaît très bien l'épouse de la victime, avec qui il a vécu une histoire d'amour 20 ans auparavant. Ainsi, c'est avec une certaine émotion que le commandant Meurisse revient sur les lieux de son enfance, où il retrouve son amour de jeunesse, complètement anéantie.","le comte cédric de breuil est assassiné lors de la fête annuelle donnée au château de la rochefoucauld. épaulé par le lieutenant sarah slimani, le commandant meurisse est chargé d'enquêter sur le meurtre. cependant, il connaît très bien l'épouse de la victime, avec qui il a vécu une histoire d'amour 20 ans auparavant. ainsi, c'est avec une certaine émotion que le commandant meurisse revient sur les lieux de son enfance, où il retrouve son amour de jeunesse, complètement anéantie."
44604,Ghost Whisperer,"Melinda Gordon(Jennifer Love Hewitt) a hérité d'un «don», qui lui permet de voir et de parler avec les esprits des morts. C'est sa grand-mère qui l'a initiée. Gérante d'un magasin d'antiquités dans une petite ville, nouvellement mariée à un ambulancier, Melinda aide les fantômes qui se promènent et qui sont pris au piège entre les deux mondes : la vie et la mort. Les morts parlent ... et elle, elle écoute.","melinda gordon(jennifer love hewitt) a hérité d'un «don», qui lui permet de voir et de parler avec les esprits des morts. c'est sa grand-mère qui l'a initiée. gérante d'un magasin d'antiquités dans une petite ville, nouvellement mariée à un ambulancier, melinda aide les fantômes qui se promènent et qui sont pris au piège entre les deux mondes : la vie et la mort. les morts parlent ... et elle, elle écoute."
47332,Meurtres dans le Jura,"Rose Tournaut, une guérisseuse est retrouvée morte à son domicile, recouverte de pétales blanches, pétales qui évoquent la Dame Blanche, une légende de fantôme supposé hanter les abords du lac de Vouglans… Pour les deux enquêteurs, Anna Buisson, capitaine de gendarmerie à Moirans dans le Jura et Eymeric Massoni-Tournanult, vedette de la Section de Recherches de la gendarmerie de Lyon, et surtout petit-fils de la victime, l’enquête s’annonce électrique…","rose tournaut, une guérisseuse est retrouvée morte à son domicile, recouverte de pétales blanches, pétales qui évoquent la dame blanche, une légende de fantôme supposé hanter les abords du lac de vouglans… pour les deux enquêteurs, anna buisson, capitaine de gendarmerie à moirans dans le jura et eymeric massoni-tournanult, vedette de la section de recherches de la gendarmerie de lyon, et surtout petit-fils de la victime, l’enquête s’annonce électrique…"
47440,Caïn,"Frédéric Caïn est en fauteuil roulant depuis 6 ans, à la suite d'un accident de moto survenu alors qu'il était sous l'emprise d'une drogue. Après une douloureuse période de rééducation, l'homme à la forte personnalité reprend ses affaires courantes, car Caïn est capitaine de police","frédéric caïn est en fauteuil roulant depuis 6 ans, à la suite d'un accident de moto survenu alors qu'il était sous l'emprise d'une drogue. après une douloureuse période de rééducation, l'homme à la forte personnalité reprend ses affaires courantes, car caïn est capitaine de police"
47994,Piégés,"Elsa et Marc sont les parents d'une jeune adolescente atteinte d'un cancer. Un jour, Elsa est convoquée chez un notaire qui lui apprend qu'elle hérite de la somme d'un million d'euros, à une seule condition : elle doit tuer un homme.","elsa et marc sont les parents d'une jeune adolescente atteinte d'un cancer. un jour, elsa est convoquée chez un notaire qui lui apprend qu'elle hérite de la somme d'un million d'euros, à une seule condition : elle doit tuer un homme."
45174,Le mariage de mon meilleur ami,"Après avoir été amants, Julianne et Michael continuent d'entretenir une sincère amitié. Toutefois, ils se sont promis de s'épouser si les hasards de la vie les conduisaient à rester célibataires. Or, le jeune homme s'apprête à mettre fin à cette éventualité. Julianne veut empêcher cette union malvenue..","après avoir été amants, julianne et michael continuent d'entretenir une sincère amitié. toutefois, ils se sont promis de s'épouser si les hasards de la vie les conduisaient à rester célibataires. or, le jeune homme s'apprête à mettre fin à cette éventualité. julianne veut empêcher cette union malvenue.."
46202,Meurtres à Lille,"Au musée de la Piscine de Roubaix, l’exposition consacrée au célèbre sculpteur Lillois Victor Maurin, se met en place. Mais à quelques heures de l’ouverture du musée au public, le moule d’Ermengaert exposé au-dessus du bassin saigne... On y découvre le cadavre du sculpteur","au musée de la piscine de roubaix, l’exposition consacrée au célèbre sculpteur lillois victor maurin, se met en place. mais à quelques heures de l’ouverture du musée au public, le moule d’ermengaert exposé au-dessus du bassin saigne... on y découvre le cadavre du sculpteur"
47334,Les enquêtes impossibles,"Un florilège d'histoires vraies. Les unes sont pathétiques et cruelles, d'autres, plus légères, peuvent faire sourire, mais relatent des faits divers parfaitement authentiques. Dans la plupart des cas, les faits étranges dont parle la presse trouvent un dénouement...","un florilège d'histoires vraies. les unes sont pathétiques et cruelles, d'autres, plus légères, peuvent faire sourire, mais relatent des faits divers parfaitement authentiques. dans la plupart des cas, les faits étranges dont parle la presse trouvent un dénouement..."
47894,Meurtres à l'île de Ré,"Un homme en tenue de bagnard est retrouvé mort sur la plage de la Citadelle. Démarre alors pour Vincent Pelletier une enquête aussi étrange que délicate, la victime étant un ami proche du procureur Clergeau en charge de l’affaire. Par ailleurs, Vincent est perturbé par la venue sur l’Ile de sa demi-soeur Margaux, décidée à prouver l’innocence de leur père incarcéré à la prison de Saint-Martin-de-Ré pour viol et meurtre.","un homme en tenue de bagnard est retrouvé mort sur la plage de la citadelle. démarre alors pour vincent pelletier une enquête aussi étrange que délicate, la victime étant un ami proche du procureur clergeau en charge de l’affaire. par ailleurs, vincent est perturbé par la venue sur l’ile de sa demi-soeur margaux, décidée à prouver l’innocence de leur père incarcéré à la prison de saint-martin-de-ré pour viol et meurtre."
46194,Le secret d'Elise,"Nous sommes en 2013 : un jeune couple s’installe dans une belle maison provençale hantée par le fantôme d’une petite fille, morte en 1969 dans d’étranges circonstances. En 1986, une autre famille habite cette même maison et est confrontée à l’inquiétante amitié entre leur fille et le fantôme. Que s’est-il vraiment passé en 1969, comment Elise a-t-elle pu se noyer ? Sa mère ne se contente pas de la thèse accidentelle..","nous sommes en 2013 : un jeune couple s’installe dans une belle maison provençale hantée par le fantôme d’une petite fille, morte en 1969 dans d’étranges circonstances. en 1986, une autre famille habite cette même maison et est confrontée à l’inquiétante amitié entre leur fille et le fantôme. que s’est-il vraiment passé en 1969, comment elise a-t-elle pu se noyer ? sa mère ne se contente pas de la thèse accidentelle.."
50339,Monsterland,"Afin de reprendre le contrôle de leur destin, des individus épuisés par la vie commettent des actes désespérés... Sont-ils devenus des monstres ? En tout cas, certains viennent les hanter pour les mettre face à leur plus grande peur... Cette série d'anthologie horrifique est inspirée de l'œuvre de Nathan Ballingrud, auteur américain à succès spécialiste d'horreur et de fantaisie. Monsterland s'immisce dans les pensées les plus sombres des personnages : la dépression, la solitude, le déni..","afin de reprendre le contrôle de leur destin, des individus épuisés par la vie commettent des actes désespérés... sont-ils devenus des monstres ? en tout cas, certains viennent les hanter pour les mettre face à leur plus grande peur... cette série d'anthologie horrifique est inspirée de l'œuvre de nathan ballingrud, auteur américain à succès spécialiste d'horreur et de fantaisie. monsterland s'immisce dans les pensées les plus sombres des personnages : la dépression, la solitude, le déni.."
45776,Les Marseillais vs le Reste du monde,"Depuis cinq ans, la grande famille des Marseillais et celle du Reste du Monde se défient sans relâche dans une compétition électrique avec un seul objectif en tête : gagner ! Cette année, la victoire est une question d'honneur pour le Reste du Monde ! Mais attention, les Marseillais sont eux aussi plus en forme que jamais.","depuis cinq ans, la grande famille des marseillais et celle du reste du monde se défient sans relâche dans une compétition électrique avec un seul objectif en tête : gagner ! cette année, la victoire est une question d'honneur pour le reste du monde ! mais attention, les marseillais sont eux aussi plus en forme que jamais."
47451,"Merci pour tout, Charles","Une bourgeoise, larguée par son mari après 30 ans de mariage, reprend sa vie en main..","une bourgeoise, larguée par son mari après 30 ans de mariage, reprend sa vie en main.."
50155,La tour 2 de contrôle infernale,"Avant de devenir les laveurs de carreaux de la tour Montparnasse infernale, Ernest Krakenkrick et Bachir Bouzouk ont officié en tant que pilotes de l'armée française. Lors d'un accident de centrifugeuse, ils ont perdu tant de neurones qu'ils ne peuvent plus exercer leur profession...","avant de devenir les laveurs de carreaux de la tour montparnasse infernale, ernest krakenkrick et bachir bouzouk ont officié en tant que pilotes de l'armée française. lors d'un accident de centrifugeuse, ils ont perdu tant de neurones qu'ils ne peuvent plus exercer leur profession..."
50432,L'heure du crime,"Le PDG d'une importante entreprise est froidement assassiné, à 22h44 précises. L'agent fédéral Jordan Price est envoyée par le FBI pour enquêter aux côtés de la police locale. La piste du crime de pouvoir est tout d'abord envisagée, mais un autre dirigeant de la société est abattu le lendemain, à 22h44 également. L'heure du crime est donc la clé de l'énigme...","le pdg d'une importante entreprise est froidement assassiné, à 22h44 précises. l'agent fédéral jordan price est envoyée par le fbi pour enquêter aux côtés de la police locale. la piste du crime de pouvoir est tout d'abord envisagée, mais un autre dirigeant de la société est abattu le lendemain, à 22h44 également. l'heure du crime est donc la clé de l'énigme..."
47898,Meurtres à Cognac,"Le maître de chai d’une grande maison de Cognac est retrouvé étranglé et brûlé. La capitaine Clémentine Segonzac est chargée de l’enquête. Elle doit collaborer avec Yassine Benjebbour un capitaine récemment arrivé des quartiers nord de Marseille. Des grandes maisons aux clients passionnés, leur enquête sur cette mort mystérieuse va les mener à explorer l’univers fascinant et secret du Cognac et éclairer d’un nouveau jour l’histoire familiale de Clémentine.","le maître de chai d’une grande maison de cognac est retrouvé étranglé et brûlé. la capitaine clémentine segonzac est chargée de l’enquête. elle doit collaborer avec yassine benjebbour un capitaine récemment arrivé des quartiers nord de marseille. des grandes maisons aux clients passionnés, leur enquête sur cette mort mystérieuse va les mener à explorer l’univers fascinant et secret du cognac et éclairer d’un nouveau jour l’histoire familiale de clémentine."
43456,Cerise,"A 14 ans, Cerise est incontrôlable. Sa mère décide de l'envoyer en Ukraine chez son père. Ils doivent vivre ensemble alors que la jeune fille ne pense qu'à rentrer à Paris. Elle fait la connaissance de Nina qui lui apprend à être moins égoïste. C'est alors que la révolution ukrainienne éclate..","a 14 ans, cerise est incontrôlable. sa mère décide de l'envoyer en ukraine chez son père. ils doivent vivre ensemble alors que la jeune fille ne pense qu'à rentrer à paris. elle fait la connaissance de nina qui lui apprend à être moins égoïste. c'est alors que la révolution ukrainienne éclate.."
47993,"Quand je serai grande, je te tuerai","Enfant, Jeanne a assisté au meurtre de sa mère. Vingt-quatre ans plus tard, elle est toujours hantée par ce mystérieux meurtrier que la police n'a jamais pu retrouver. Un jour, elle croise Alexandre, un médecin bien sous tous rapports. Jeanne est aussitôt persuadée qu'elle a, devant elle, l'assassin de sa mère..","enfant, jeanne a assisté au meurtre de sa mère. vingt-quatre ans plus tard, elle est toujours hantée par ce mystérieux meurtrier que la police n'a jamais pu retrouver. un jour, elle croise alexandre, un médecin bien sous tous rapports. jeanne est aussitôt persuadée qu'elle a, devant elle, l'assassin de sa mère.."
46894,Lebowitz contre Lebowitz,"Paule est une brillante avocate de 50 ans qui a consacré sa vie au cabinet qu’elle a créé avec son ex-­mari, Simon Lebowitz. Sa vie bascule le jour où elle découvre que Simon s’est secrètement remarié avec Irène, une associée de 20 ans sa cadette, qu’elle avait elle-­même recrutée. Et lorsque Simon meurt brutalement d’une crise cardiaque, Paule et Irène se retrouvent inéluctablement liées pour diriger le cabinet Lebowitz. Deux rivales de taille, un crêpage de chignon en bonne et due forme","paule est une brillante avocate de 50 ans qui a consacré sa vie au cabinet qu’elle a créé avec son ex-­mari, simon lebowitz. sa vie bascule le jour où elle découvre que simon s’est secrètement remarié avec irène, une associée de 20 ans sa cadette, qu’elle avait elle-­même recrutée. et lorsque simon meurt brutalement d’une crise cardiaque, paule et irène se retrouvent inéluctablement liées pour diriger le cabinet lebowitz. deux rivales de taille, un crêpage de chignon en bonne et due forme"
45110,RRRrrr !!!,"Il y a quelque 35 000 ans, en pleine préhistoire, la tribu des Cheveux-Propres coulait des jours paisibles, tout juste troublés par les vaines tentatives de leurs voisins les Cheveux-Sales pour leur ravir le secret... du shampoing. Mais un drame va venir bouleverser l'existence des premiers : le meurtre d'une femme - le premier de l'histoire de l'humanité.","il y a quelque 35 000 ans, en pleine préhistoire, la tribu des cheveux-propres coulait des jours paisibles, tout juste troublés par les vaines tentatives de leurs voisins les cheveux-sales pour leur ravir le secret... du shampoing. mais un drame va venir bouleverser l'existence des premiers : le meurtre d'une femme - le premier de l'histoire de l'humanité."
46191,Le prix de la loyauté,"Le capitaine Paul Danceny se retrouve en garde à vue. Il a été trouvé penché sur le corps de Gabriel Vasseur, médecin dans une clinique renommée de chirurgie esthétique, Vandeuil. Paul n’est pas étranger à l’affaire : il est l’amant de la femme du directeur de la clinique. Marie Jourdan vole au secours de son ami et coéquipier. Elle le fait sortir de garde à vue. À la recherche de l’assassin, ils plongent dans les secrets de la clinique. Et l’enquête leur réservera bien des surprises...","le capitaine paul danceny se retrouve en garde à vue. il a été trouvé penché sur le corps de gabriel vasseur, médecin dans une clinique renommée de chirurgie esthétique, vandeuil. paul n’est pas étranger à l’affaire : il est l’amant de la femme du directeur de la clinique. marie jourdan vole au secours de son ami et coéquipier. elle le fait sortir de garde à vue. à la recherche de l’assassin, ils plongent dans les secrets de la clinique. et l’enquête leur réservera bien des surprises..."
10712,Les Reines du Shopping,Les candidates relèvent un nouveau défi : 2h30 de shopping suivi d'un maquillage et d'une coiffure home-made en seulement 20 minutes !,les candidates relèvent un nouveau défi : 2h30 de shopping suivi d'un maquillage et d'une coiffure home-made en seulement 20 minutes !
46979,Quiz,"Angleterre, 2001. Charles Ingram remporte la somme maximale au jeu « QUI VEUT GAGNER DES MILLIONS ?  ». Mais sa joie sera de courte durée. Il est accusé d’avoir triché avec l’aide de sa femme. Sont-ils coupables ?","angleterre, 2001. charles ingram remporte la somme maximale au jeu « qui veut gagner des millions ?  ». mais sa joie sera de courte durée. il est accusé d’avoir triché avec l’aide de sa femme. sont-ils coupables ?"
46220,Les mystères du Bois Galant,"Emma Thélier, capitaine de police, est en congés dans sa Charente natale quand au détour de son jogging en forêt, elle tombe sur un homme assassiné. Emma, connaissant bien la région et ayant fait les premières constatations, se voit confier l'enquête en compagnie du capitaine de gendarmerie Adrien Klévec, récemment muté là et avec qui elle a passé la nuit précédente. Une aventure sans lendemain pour les deux policiers, aussi gênés l'un que l'autre de se retrouver en binôme.","emma thélier, capitaine de police, est en congés dans sa charente natale quand au détour de son jogging en forêt, elle tombe sur un homme assassiné. emma, connaissant bien la région et ayant fait les premières constatations, se voit confier l'enquête en compagnie du capitaine de gendarmerie adrien klévec, récemment muté là et avec qui elle a passé la nuit précédente. une aventure sans lendemain pour les deux policiers, aussi gênés l'un que l'autre de se retrouver en binôme."
46244,La vengeance aux yeux clairs,"Emma est officiellement morte dans un accident qui a tué sa mère et son frère. Dix ans après, elle revient sur la Côte d’Azur sous une nouvelle identité - Olivia - et avec une seule idée en tête : infiltrer et faire payer la riche famille responsable du crime","emma est officiellement morte dans un accident qui a tué sa mère et son frère. dix ans après, elle revient sur la côte d’azur sous une nouvelle identité - olivia - et avec une seule idée en tête : infiltrer et faire payer la riche famille responsable du crime"
46210,Meurtres en Cornouaille,"Le corps de Morgane, 25 ans, est retrouvé dans l'eau accroché à une balise. Il porte un déguisement de Dahut, figure féminine de la mythologie bretonne, morte justement noyée. Marion et Tristan Legay sont mis sur l'enquête. En couple dans la vie et dans le travail, ils traversent une période personnelle difficile. Le retour d'une de leurs amies d'enfance, Katell Morvan, fait resurgir les secrets et les mensonges de leur jeunesse.","le corps de morgane, 25 ans, est retrouvé dans l'eau accroché à une balise. il porte un déguisement de dahut, figure féminine de la mythologie bretonne, morte justement noyée. marion et tristan legay sont mis sur l'enquête. en couple dans la vie et dans le travail, ils traversent une période personnelle difficile. le retour d'une de leurs amies d'enfance, katell morvan, fait resurgir les secrets et les mensonges de leur jeunesse."
50759,L'esquive,"A 15 ans, Abdelkrim, dit Krimo, vit dans une HLM de la banlieue parisienne. Entre sa mère vendeuse et son père incarcéré, il rêve de partir au bout du monde en voilier. Amoureux de Lydia, Krimo s'inscrit dans la troupe de théâtre de l'école pour jouer à ses côtés dans une pièce de Marivaux..","a 15 ans, abdelkrim, dit krimo, vit dans une hlm de la banlieue parisienne. entre sa mère vendeuse et son père incarcéré, il rêve de partir au bout du monde en voilier. amoureux de lydia, krimo s'inscrit dans la troupe de théâtre de l'école pour jouer à ses côtés dans une pièce de marivaux.."
47747,"T'en fais pas, j'suis là","Jonathan Rivière est un avocat d’affaires réputé. Il est papa d’un petit Gabriel de 12 ans mais il est un père absent. Aussi, c’est Sophie la maman qui s’en occupe …il lui donne de l’argent pour que Gabriel ne manque de rien. Pourtant Gabriel a besoin d’un père…il a du retard et souffre d’un trouble comportemental. Un jour, le diagnostic tombe : Gabriel est autiste","jonathan rivière est un avocat d’affaires réputé. il est papa d’un petit gabriel de 12 ans mais il est un père absent. aussi, c’est sophie la maman qui s’en occupe …il lui donne de l’argent pour que gabriel ne manque de rien. pourtant gabriel a besoin d’un père…il a du retard et souffre d’un trouble comportemental. un jour, le diagnostic tombe : gabriel est autiste"
44594,"Eva, dans son mood","Eva, nouvelle star pop urbaine aux 40 millions de VV sur son titre « ON FLEEK » déchaîne les passions sur les RS.
Découvrez son quotidien pro/perso, les secrets de la construction de sa carrière.","eva, nouvelle star pop urbaine aux 40 millions de vv sur son titre « on fleek » déchaîne les passions sur les rs.
découvrez son quotidien pro/perso, les secrets de la construction de sa carrière."
50764,Venus Beauté (Institut),"Nadine dirige le ""Vénus Beauté"", un salon parisien. Elles sont trois à l'assister : Samantha, Marie et Angèle, qui s'investit complètement dans son travail. Il est vrai qu'Angèle n'attend plus rien des hommes, sinon quelques minutes de plaisir avec des inconnus. Un jour, un homme l'aborde dans un café..","nadine dirige le ""vénus beauté"", un salon parisien. elles sont trois à l'assister : samantha, marie et angèle, qui s'investit complètement dans son travail. il est vrai qu'angèle n'attend plus rien des hommes, sinon quelques minutes de plaisir avec des inconnus. un jour, un homme l'aborde dans un café.."
45179,Souviens-toi… l'été dernier 2,"Après le terrible carnage au cours duquel leurs amis ont été assassinés, Julie et Ray tentent de retrouver une vie normale. Julie, toujours épouvantée par le souvenir du tueur, craint sans cesse que celui-ci ne réapparaisse. Au cours d'un week-end aux Bahamas avec une amie, le fou ressurgit du passé...","après le terrible carnage au cours duquel leurs amis ont été assassinés, julie et ray tentent de retrouver une vie normale. julie, toujours épouvantée par le souvenir du tueur, craint sans cesse que celui-ci ne réapparaisse. au cours d'un week-end aux bahamas avec une amie, le fou ressurgit du passé..."
