program_id,title,tag_genre,tag_sous_genre,mean_age,count_episodes,mean_episode_duration,count_profile_adult,count_profile_kid,count_profile_home,count_profile_f,count_profile_m,count_profile_like,count_profile_not_like,count_profile_view,program_seconds_duration,total_seconds_viewed,seconds_viewed_liked,seconds_viewed_not_like,program_description,ratio_liked
43412,The Resident,series,drame,37.0,16.0,2449.0,7311,0,278,5132,1619,3384,4224,7608,39184.0,91782488.0,73797115.0,17985373.0,"Devon Pravesh débute son internat à l'hôpital Chastain, à Atlanta. Il est placé sous la supervision du docteur Conrad Hawkins, en troisième année d'internat et doté d'une personnalité atypique. Il est tout de suite mis dans le bain lorsqu'une jeune femme se présente aux urgences et s'effondre. Le docteur Randolph Bell, chef du service de chirurgie, fait de plus en plus d'erreurs au cours de ses opérations et l'une d'elles tourne très mal pour le patient. Conrad confie Lily, une patiente atteint…",44.48
49744,The Cry,series,drame,41.0,4.0,3440.25,6107,1,183,4478,1166,3338,2967,6305,13761.0,59658497.0,49983949.0,9674548.0,"Dans une petite ville côtière d'Australie, un bébé disparaît. Ce tragique évènement va alors fortement fragiliser le jeune couple que forment Joanna et Alistair. Ensemble ils voient leur mariage s'effondrer tandis que leur vie privée se retrouve exposée aux yeux du grand public...",52.94
50495,Grand Hotel,series,drame,36.0,13.0,2473.0,5547,0,136,4013,1094,3296,2398,5694,32149.0,109911495.0,103073622.0,6837873.0,"A la tête du Riviera, un luxueux hôtel de Miami Beach, le charismatique Santiago Mendoza doit faire face à des ennuis financiers. L'heure de gloire du palace semble révolue face à la redoutable concurrence de grandes chaînes. Il peut heureusement compter sur le soutien des siens et celui du personnel qui l'aide à faire tourner l'établissement au quotidien. Des secrets enfouis depuis longtemps pourraient bien achever de démolir la réputation de l'hôtel et semer la discorde au sein de la famille",57.89
47014,Capitaine Marleau,series,"comedie-dramatique,policier",45.0,25.0,5562.96,14021,1,338,8821,3843,3294,11096,14390,139074.0,310372896.0,215323245.0,95049651.0,"Aucun coupable n’échappe à cet élément atypique de la gendarmerie nationale, le capitaine Marleau. Cette femme détonne par son franc-parler mais n’en est pas moins redoutable",22.89
50933,La doc et le véto,telefilms,drame,46.0,1.0,5442.0,3845,0,36,2608,895,3190,711,3901,5442.0,19780195.0,18478022.0,1302173.0,"A Valerande-les-Chantelles, l’installation d’un médecin en plein désert médical marque le sursaut d’un territoire délaissé. Mais la jeune diplômée, parisienne et ambitieuse, est contrainte de partager le cabinet d’un vieux vétérinaire local et taciturne. Elle découvre la dure réalité d’une France oubliée. Résistera-t-elle? Les deux professionnels de santé, vont pourtant devoir allier leurs compétences pour venir en aide à un jeune éleveur de brebis dont les bêtes meurent d’un mal mystérieux..",81.77
45643,Tropiques criminels,series,policier,45.0,16.0,2987.63,5920,0,128,3603,1737,3180,2882,6062,47802.0,120967809.0,105589142.0,15378667.0,"Mélissa, excellente enquêtrice d’origine martiniquaise et mère célibataire de deux ados, se retrouve malgré elle chef d’un groupe crime dans une île où elle n’a jamais mis les pieds. Gaëlle, qui vit ici depuis son enfance et connaît le coin par cœur, est spontanée, fonceuse et indépendante et n’a pas vraiment sa langue dans sa poche.",52.46
50812,Pékin Express,divertissement,"aventure,jeu",31.0,10.0,6990.9,13072,0,692,8216,3737,3090,10742,13832,69909.0,243801219.0,146045315.0,97755904.0,"Le tournage de la 14e saison de Pékin Express débutait le 5 mars 2020, Stéphane Rotenberg et les candidats étaient loin d'imaginer qu'une pandémie mondiale allait bouleverser leur aventure !
Lancés sur « Les pistes de la terre rouge », les 8 binômes devaient traverser l'Ouganda, l'Éthiopie et les Émirats Arabes unis, avant de disputer la grande finale à Dubaï mais tout ne va pas se passer comme prévu.",22.34
47679,Malcolm,series,comedie,29.0,151.0,1275.77,4493,0,297,2359,1731,3060,1748,4808,192642.0,210328061.0,206910468.0,3417593.0,"Petit génie malgré lui, Malcolm vit dans une famille hors du commun. Le jeune surdoué n'hésite pas à se servir de son intelligence pour faire les 400 coups avec ses frères",63.64
49548,A Million Little Things,series,comedie-dramatique,39.0,36.0,2445.53,4543,1,189,3269,823,3050,1691,4741,88039.0,190586097.0,185032168.0,5553929.0,"Suivant l'adage, ""L'amitié ce n'est pas une seule chose, c'est un million de petites choses"", cette série suit un groupe d'amis dont, pour différentes raisons, les vies stagnent. Suite au suicide de l'un d'entre eux, ce choc va les aider à remettre de l'ordre dans leurs existences respectives et consolider leur amitié...",64.33
47013,Double vie,series,drame,43.0,6.0,3078.33,5266,0,78,4025,801,3042,2312,5354,18470.0,68786846.0,58223599.0,10563247.0,"Laurence et Nina pensent qu’elles vivent une vie amoureuse exclusive et heureuse avec Marc, leur compagnon. Cependant, quand celui-ci meurt brutalement, elles découvrent avec effroi qu’il menait une double vie, vivant en alternance avec sa concubine mère de ses deux enfants et son épouse «officielle». Dès lors, les deux veuves devront trouver les ressources nécessaires pour un nouveau départ dans leurs vies respectives",56.82
45319,Koh-Lanta : Les Armes Secrètes,divertissement,telerealite,31.0,8.0,7136.5,18857,0,1047,11467,5743,3024,16950,19974,57092.0,285664777.0,125391569.0,160273208.0,"Koh-Lanta, Les Armes Secrètes - Nouvelle saison inédite dès le vendredi 12 mars sur TF1. Cette saison, Koh-Lanta s’envole pour la toute première fois vers la Polynésie française ! Tahiti, Bora Bora, Moorea, Tahaa.. Ces perles des mers qui ont f...",15.14
50961,Avant d'aller dormir,films,thriller-suspense,45.0,1.0,5302.0,4156,0,107,2840,943,2928,1340,4268,5302.0,17661804.0,15927323.0,1734481.0,"Après un accident survenu des années plus tôt, Christine Lucas, qui souffre d'une profonde amnésie, a tout oublié de sa vie. Son médecin, qu'elle voit à l'insu de son mari, lui conseille de tenir un journal visuel pour ne pas perdre ses souvenirs. Bientôt, Christine découvre que sa vie n'est que mensonges..",68.6
49099,Scènes de ménages,series,comedie,29.0,4893.0,216.0,3664,0,95,1965,1405,2825,977,3802,1056898.0,43171708.0,42799471.0,372237.0,Votre couple vous désole ? Vous vous lamentez de vivre seul ? Scènes de Ménages va vous aider à relativiser !,74.3
46249,Sam,series,comedie-dramatique,34.0,36.0,2883.69,4808,0,214,3262,1172,2785,2247,5032,103813.0,167262107.0,159221094.0,8041013.0,Sam est mère célibataire et professeur de français au collège. Ses élèves l'apprécient mais son franc-parler ne fait pas l’unanimité auprès des parents..,55.35
47985,Quatre mariages et un enterrement,series,"comedie,romance",37.0,10.0,2743.9,4559,1,111,3431,742,2783,1897,4680,27439.0,83213197.0,76305167.0,6908030.0,"Quatre amis américains se réunissent pour un fabuleux mariage à Londres. Mais après un coup de théâtre à l'autel qui bouleverse leurs vies, ils traversent une année tumultueuse de romances et de chagrins d'amour. Les relations se nouent et se brisent, des scandales politiques sont dévoilés, et bien sûr, il y a quatre mariages... et un enterrement",59.47
47651,Un gars une fille,series,comedie,28.0,433.0,384.46,4101,0,96,2495,1293,2774,1449,4223,166473.0,99266908.0,98324944.0,941964.0,"Amour et disputes, colère et calins : Alex et Jean sont un jeune couple à l'humeur très variable, et vivre à deux n'est pas toujours facile.",65.69
46074,Jacqueline Sauvage : c'était lui ou moi,telefilms,"drame,judiciaire",34.0,2.0,2735.0,3456,0,64,2454,743,2774,749,3523,5470.0,17295181.0,16077484.0,1217697.0,"Jacqueline Sauvage est une mère de famille, victime de violences conjugales, qui abat son mari après une violente dispute en 2012. Condamnée à une peine de 10 ans de prison, un mouvement voit le jour pour défendre l'idée qu'il s'agissait de légitime défense. Après une longue mobilisation et médiatisation, le Président de la République François Hollande lui accorde la grâce présidentielle en janvier 2016",78.74
48001,Younger,series,"comedie,romance",36.0,72.0,1313.89,4142,0,143,3225,525,2750,1545,4295,94600.0,155185901.0,152544388.0,2641513.0,"Récemment divorcée, Liza Miller, une quadragénaire, finit par trouver du travail en mentant sur son âge, un secret qu'elle a bien du mal à préserver",64.03
51118,Broadchurch,series,"drame,policier",48.0,16.0,2780.63,4142,0,62,2720,1040,2678,1535,4213,44490.0,111770821.0,106362091.0,5408730.0,"Qui a tué Danny Latimer, 11 ans? Le meurtre de l'enfant secoue la petite communauté, en apparence soudée, de cette station balnéaire du Dorset. La délicate enquête d'un duo de flics énervés fait remon",63.57
46075,La part du soupçon,telefilms,"drame,thriller-suspense",41.0,2.0,2708.0,3126,0,63,2203,709,2655,539,3194,5416.0,16666127.0,15759545.0,906582.0,"Alice vit le bonheur ordinaire d'une mère de famille quand tout bascule : l'homme de sa vie, Thomas, le père de son enfant, est soupçonné d'être Antoine Durieux-Jelosse, l'homme qui a défrayé la chronique pour avoir disparu après avoir tué toute sa famille quinze ans auparavant",83.12
48973,The Hot Zone,series,"histoire,thriller-suspense",46.0,6.0,2767.67,4200,0,64,2545,1266,2586,1686,4272,16606.0,51918150.0,45430316.0,6487834.0,L'histoire terrifiante de l'épidémie d'Ebola - et les héros qui se sont battus pour la contenir,60.53
46246,Les bracelets rouges,series,"comedie-dramatique,drame",32.0,22.0,2996.5,4734,0,195,3479,922,2559,2382,4941,65923.0,126982538.0,119001584.0,7980954.0,"L'heure est à l'émancipation pour les Bracelets rouges. Thomas, Roxane, Mehdi, Louise et Côme doivent réapprendre à vivre comme des ados de leur âge, mais la vie en dehors de l'hôpital est loin d'être aussi épanouie qu'ils l'imaginaient. Clément pour qui la sortie n'est plus qu'une question de jours, craint que leur amitié ne résiste pas à la séparation. Malgré l'arrivée de Nour, une nouvelle patiente qui ne laisse personne indifférent, serait-ce la fin pour la bande des Bracelets rouges",51.79
49686,Katy Keene,series,"comedie-dramatique,teen",31.0,13.0,2441.92,4062,0,160,3208,521,2556,1677,4233,31745.0,78302166.0,72505181.0,5796985.0,"Les aventures à New York de la jeune Katy Keene et de ses amis aspirants artistes, alors qu'ils tentent de se faire une place sous les projecteurs, que ce soit à Broadway, sur les podiums des défilés de mode, ou en studio d'enregistrement",60.38
43192,The Voice,divertissement,musique,36.0,24.0,5055.33,10646,0,673,6461,3241,2540,8833,11373,121328.0,169848407.0,115744737.0,54103670.0,"Préparez-vous, une nouvelle saison incroyable de The Voice vous attend, placée sous le signe de l’authenticité, de l’engagement, du partage et de la transmission. Avec une toute équipe de coachs : le retour de Florent Pagny, l'arrivée du petit nouveau Vianney et les désormais piliers Amel Bent et Marc Lavoine, vous allez découvrir des talents engagés et heureux de remonter sur scène.",22.33
46776,Person of Interest,series,"action,thriller-suspense",36.0,103.0,2506.54,3469,0,128,1425,1759,2538,1065,3603,258174.0,297534607.0,293642808.0,3891799.0,"Un agent paramilitaire de la CIA, présumé mort, est recruté par un millionnaire reclu pour travailler sur un projet top-secret : prévenir le crime avant qu'il ne se produise ! Un ingénieux programme élaboré par Finch identifie chaque jour des personnes qui vont être impliquées dans un crime",70.44
50537,Ma première fois,films,"drame,romance",33.0,1.0,5691.0,4452,0,192,3350,763,2528,2125,4653,5691.0,17982956.0,14552662.0,3430294.0,"Zachary, 20 ans, n'a rien en commun avec Sarah, 18 ans. Zachary, mauvais élève, contrebalance ses résultats scolaires par ses innombrables conquêtes féminines. Sarah, elle, est première de sa classe mais vit un désert sentimental. Zachary et Sarah vont se rencontrer pendant l'année du bac. Et six mois durant, contre toute attente, ils vont vivre une histoire d'amour qui va les marquer à jamais...",54.33
46774,The Handmaid's Tale : La Servante écarlate,series,"drame,thriller-suspense",38.0,36.0,3050.67,4220,0,157,3000,857,2520,1868,4388,109824.0,186875464.0,180166067.0,6709397.0,"Dans une société dystopique, les femmes sont divisées en trois catégories : les Épouses, qui dominent la maison, les Marthas, qui l'entretiennent, et les Servantes, dont le rôle est de donner la vie.",57.43
46165,Pour Sarah,series,"drame,romance",36.0,6.0,3105.0,4543,1,126,3359,867,2436,2246,4682,18630.0,56025497.0,48009512.0,8015985.0,"Sarah et Cédric, sont retrouvés à l’aube entre la vie et la mort. Cet accident va bouleverser la vie de tous..",52.03
46247,Munch,series,judiciaire,40.0,24.0,3088.54,3800,0,101,2571,880,2409,1505,3914,74125.0,149744057.0,142947166.0,6796891.0,"Gabrielle Munchovski, dite Munch, avocate qui défend par tous les moyens, légaux et parfois non, des personnes accusées à tort",61.55
46452,Flic tout simplement,telefilms,"drame,policier",45.0,1.0,5641.0,3144,0,47,2072,837,2332,867,3199,5641.0,15461172.0,14124886.0,1336286.0,Martine Monteil est nommée à la tête de la Crim’ au moment même où elle traque un tueur en série dans l’est parisien. Choquée par l’horreur des meurtres et des mises en scène macabres du meurtrier – qui prend pour cible des jeunes femmes rentrant seules chez elle la nuit – la commissaire met en œuvre tous les moyens dont elle dispose pour coincer celui qui terrorise la capitale dans les années 1990.,72.9
46245,Balthazar,series,"policier,thriller-suspense",40.0,24.0,3097.92,4134,0,142,2648,1104,2321,1966,4287,74350.0,135057869.0,127335307.0,7722562.0,"Raphaël Balthazar est le médecin légiste le plus doué de sa génération, il sait faire parler les morts comme personne. Il fascine autant qu'il exaspère, car il se moque des normes et des conventions. Sa femme, dont le meurtre n'a jamais été résolu, lui apparaît régulièrement pour lui parler",54.14
46462,Candice Renoir,series,policier,40.0,78.0,3100.58,3506,1,113,2440,708,2304,1328,3632,241845.0,276644809.0,271412689.0,5232120.0,"Candice Renoir a quatre enfants, et n'a pas travaillé depuis dix ans afin de suivre son mari à l'étranger. Désormais séparée, elle reprend un poste de chef de groupe à la Sécurité publique d'enquête dans le sud de la France",63.44
49102,Un dos tres,series,"musique,drame",28.0,130.0,2911.76,3721,0,141,2912,558,2281,1606,3887,378529.0,301083284.0,295427461.0,5655823.0,"Les amours, peines et problèmes d'une bande de jeunes dans une école supérieure d'arts scéniques très réputée de Madrid. Ils y apprennent la danse, le chant, la musique, le théatre... pour devenir de véritables artistes.

Avec Monica Cruz (Silvia), Beatriz Luengo (Lola), Silvia Marty (Ingrid), Miguel Angel Munoz (Roberto), Alfonso Lara (Juan), Pablo Puyol (Pedro) et Lola Herrera (Carmen).",58.68
51447,Revenge,films,"action,thriller-suspense",42.0,1.0,6231.0,4415,0,128,2468,1598,2277,2277,4554,6231.0,17301122.0,14265097.0,3036025.0,"Richard, un chef d'entreprise quadragénaire, invite Jen, une jolie blonde, à sa partie de chasse annuelle dans le désert. Ils sont rejoints par deux amis de Richard, qui tombent rapidement sous le charme de la jeune femme. Dimitri, qui n'accepte pas d'être rejeté par Jen, l'agresse et finit par la violer...",50.0
51346,Jamais le premier soir,films,"comedie,romance",41.0,1.0,5223.0,3593,0,115,2412,898,2167,1543,3710,5223.0,13625353.0,11517507.0,2107846.0,"Julie, jeune femme pétillante mais malheureuse en amour, se fait larguer par coursier à son travail. C'est le coup de grâce. Mais un livre sur le bonheur devient sa bible et elle en suit les conseils à la lettre. Cette nouvelle lubie laisse sceptiques ses deux meilleures amies dont la vie amoureuse n’est pas non plus au beau fixe. Devenue cliente régulière d’une librairie où elle dévalise le rayon ""épanouissement personnel"", Julie va y faire des rencontres qui vont peut-être changer sa vie",58.41
46813,Evil,series,"fantastique,thriller-suspense",42.0,13.0,2440.0,3674,0,129,2210,1199,2138,1675,3813,31720.0,69108788.0,63437148.0,5671640.0,"Une psychologue doit faire équipe avec un prêtre en formation et un entrepreneur dans le cadre d'enquêtes sur des miracles supposés, des possessions démoniaques et d'autres événements extraordinaires pour voir s'il existe une explication scientifique ou si quelque chose de vraiment surnaturel est à l'œuvre",56.07
49711,The secrets she keeps,series,"drame,thriller-suspense",45.0,6.0,2632.5,3348,0,79,2498,554,2063,1365,3428,15795.0,38622348.0,34178254.0,4444094.0,"Meghan ne connaît pas Agatha, mais Agatha connait Meghan qui a tout pour plaire : Deux enfants adorables, un mariage heureux, une belle maison et un blog parental populaire qu'Agatha lit avec passion en attendant le père absent du bébé qu’elle attend… Mais au-delà des apparences de cette ""vie parfaite"", Meghan a aussi des secrets inavouables, et des menaces qui planent sur elle... Bientôt, la vie de ces deux femmes va se heurter de la manière la plus fascinante et intime qui soit",60.18
49728,Departure,series,"drame,thriller-suspense",47.0,6.0,2456.33,2983,0,72,1852,854,2045,1015,3060,14738.0,37090881.0,32885896.0,4204985.0,"Lorsque le vol britannique 716 disparaît brusquement au-dessus de l'océan Atlantique, Kendra Malley est rappelée par Howard Lawson, ancien patron et mentor, afin de mener l'enquête sur ce mystérieux crash",66.83
44696,La Pat' Patrouille,jeunesse,"3-5-ans,dessins-animes",32.0,237.0,781.76,1504,2132,92,1011,402,1997,1736,3733,185277.0,57010655.0,54663144.0,2347511.0,"Ryder, un jeune garçon de 10 ans, est toujours prêt à venir en aide aux gens de la Grande Vallée. Pour cela, il peut compter sur la Pat’Patrouille pour solutionner n’importe quelle mission de sauvetage.",53.5
46886,Je voulais juste rentrer chez moi,telefilms,"drame,judiciaire",38.0,1.0,5452.0,2532,0,57,1744,615,1965,629,2594,5452.0,12199079.0,11375204.0,823875.0,"En septembre 1986, les corps de deux enfants sont découverts dans la banlieue de Metz. C’est le début de ""l’Affaire Patrick Dils"". Au-delà de l’une des erreurs judiciaires majeures des annales de la justice, c’est surtout l’histoire d’un combat, celui d’une mère qui va se transformer en guerrière pour affronter la machine judiciaire.",75.75
47837,Astrid et Raphaëlle,series,policier,43.0,17.0,3315.82,4995,0,94,3380,1125,1951,3152,5103,56369.0,74521736.0,57369109.0,17152627.0,"Lorsque le commandant Raphaëlle Coste s'adresse au service des archives judiciaires de la police pour une de ses enquêtes, elle ne se doute pas qu'elle va rencontrer Astrid, 30 ans, signe particulier : autiste Asperger.",38.23
43245,Demain nous appartient,series,feuilleton,33.0,228.0,1831.31,6834,0,349,4756,1567,1937,5278,7215,417538.0,83219683.0,71604610.0,11615073.0,"La série ""Demain nous appartient"" se déroule à Sète, une charmante ville au bord de la mer. Vous allez pouvoir suivre le quotidien de plusieurs familles et habitants de cette ville, où se mêlent des histoires d’amour et d’amitié mais aussi des mensonges, des trahisons ou encore des lourds secrets de famille… Retrouvez tous les comédiens de votre  saga quotidienne avec Ingrid Chauvin, Frédéric Diefenthal, Anne Caillon, Alexandre Brasseur.",26.85
