,program_id,title,tag_genre,mean_age,count_episodes,mean_episode_duration,count_profile_adult,count_profile_kid,count_profile_home,count_profile_f,count_profile_m,count_profile_like,count_profile_not_like,count_profile_view,program_seconds_duration,total_seconds_viewed,seconds_viewed_liked,seconds_viewed_not_like,program_description,ratio_liked,tag_sous_genre_1,tag_sous_genre_2,description_lower,description_clean,description_ready
1049,42981,Météo,infos,41.0,127.0,139.06,185,0,4,109,62,56,134,190,17660.0,147815.0,113992.0,33823.0,Météo,29.47,meteo,,météo,['météo'],météo
840,47488,Les chemins de l'école,documentaire,39.0,20.0,1545.6,308,0,18,186,85,96,230,326,30912.0,2011195.0,1506850.0,504345.0,"A cheval, à dos d'âne, à vélo, sur l'eau ou à pied, sous la canicule ou dans un froid glacial, des enfants des quatre coins du monde vivent une véritable aventure pour accéder au savoir",29.45,voyage-decouvertes,education,"a cheval, à dos d'âne, à vélo, sur l'eau ou à pied, sous la canicule ou dans un froid glacial, des enfants des quatre coins du monde vivent une véritable aventure pour accéder au savoir","['cheval', 'dos', 'âne', 'vélo', 'eau', 'pied', 'canicule', 'froid', 'glacial', 'enfant', 'coin', 'monde', 'vivre', 'véritable', 'aventure', 'accéder', 'savoir']",cheval dos âne vélo eau pied canicule froid glacial enfant coin monde vivre véritable aventure accéder savoir
635,49188,"Docteur Quinn, femme médecin",series,38.0,29.0,2654.0,587,1,19,461,90,179,429,608,76966.0,6376778.0,5112700.0,1264078.0,"Dans une contrée sauvage et inhospitalière, quelques années après la guerre de Sécession, une diligence dépose le Dr. Quinn au cœur de Colorado Springs, une petite ville située à la frontière des terres colonisées. La venue du premier médecin de la ville suscite la curiosité...",29.44,drame,,"dans une contrée sauvage et inhospitalière, quelques années après la guerre de sécession, une diligence dépose le dr. quinn au cœur de colorado springs, une petite ville située à la frontière des terres colonisées. la venue du premier médecin de la ville suscite la curiosité...","['contrer', 'sauvage', 'inhospitalier', 'année', 'guerre', 'sécession', 'diligence', 'dépos', 'dr', 'quinn', 'cœur', 'colorado', 'spring', 'petit', 'ville', 'situer', 'frontière', 'terre', 'colonisé', 'venue', 'médecin', 'ville', 'suscite', 'curiosité']",contrer sauvage inhospitalier année guerre sécession diligence dépos dr quinn cœur colorado spring petit ville situer frontière terre colonisé venue médecin ville suscite curiosité
1426,45440,DC Super Hero Girls,jeunesse,34.0,40.0,654.4,31,20,0,19,11,15,36,51,26176.0,167415.0,133612.0,33803.0,"Les superpouvoirs de Supergirl sont hors de contrôle pour son premier jour au lycée Super Hero High. Heureusement, elle noue une amitié imprévue avec Barbara Gordon, informaticienne à mi-temps à l’école, qui va l’aider à maîtriser et à développer ses superpouvoirs. Mais lorsqu’un groupe mystérieux de super vilains s’attaque à l’école, Supergirl contrôlera-t-elle suffisamment ses pouvoirs pour les vaincre, avec l’aide de Wonder Woman et des autres élèves ?",29.41,6-8-ans,dessins-animes,"les superpouvoirs de supergirl sont hors de contrôle pour son premier jour au lycée super hero high. heureusement, elle noue une amitié imprévue avec barbara gordon, informaticienne à mi-temps à l’école, qui va l’aider à maîtriser et à développer ses superpouvoirs. mais lorsqu’un groupe mystérieux de super vilains s’attaque à l’école, supergirl contrôlera-t-elle suffisamment ses pouvoirs pour les vaincre, avec l’aide de wonder woman et des autres élèves ?","['superpouvoir', 'supergirl', 'contrôle', 'jour', 'lycer', 'super', 'hero', 'high', 'heureusement', 'noue', 'amitié', 'imprévue', 'barbara', 'gordon', 'informaticienn', 'école', 'aider', 'maîtriser', 'développer', 'superpouvoir', 'groupe', 'mystérieux', 'super', 'vilain', 'attaque', 'école', 'supergirl', 'contrôler', 'suffisamment', 'pouvoir', 'vaincre', 'aide', 'wonder', 'woman', 'élève']",superpouvoir supergirl contrôle jour lycer super hero high heureusement noue amitié imprévue barbara gordon informaticienn école aider maîtriser développer superpouvoir groupe mystérieux super vilain attaque école supergirl contrôler suffisamment pouvoir vaincre aide wonder woman élève
1166,43123,Anatole Latuile,jeunesse,34.0,50.0,750.92,42,97,3,24,13,42,101,143,37546.0,498461.0,385621.0,112840.0,"Anatole Latuile est un cancre sympathique. Doté d’une imagination sans limite, il ne manque jamais de ressources pour résoudre les problèmes qu’il doit affronter. Malheureusement, les solutions qu’il met au point avec ses copains de CM1 dégénèrent immanquablement en un tourbillon de bêtises… et de bonne humeur !",29.37,6-8-ans,dessins-animes,"anatole latuile est un cancre sympathique. doté d’une imagination sans limite, il ne manque jamais de ressources pour résoudre les problèmes qu’il doit affronter. malheureusement, les solutions qu’il met au point avec ses copains de cm1 dégénèrent immanquablement en un tourbillon de bêtises… et de bonne humeur !","['anatole', 'latuil', 'cancre', 'sympathique', 'doter', 'imagination', 'limite', 'manque', 'jamais', 'ressource', 'résoudre', 'problème', 'devoir', 'affronter', 'malheureusement', 'solution', 'mettre', 'point', 'copain', 'dégénèrent', 'immanquablement', 'tourbillon', 'bêtise', 'bon', 'humeur']",anatole latuil cancre sympathique doter imagination limite manque jamais ressource résoudre problème devoir affronter malheureusement solution mettre point copain dégénèrent immanquablement tourbillon bêtise bon humeur
1226,45881,Martin Matin,jeunesse,28.0,52.0,713.15,97,23,3,60,30,36,87,123,37084.0,452226.0,371112.0,81114.0,"Tous les matins, Martin, un jeune garçon, se réveille en se demandant ce que va lui réserver sa journée. En effet, tous les matins il devient quelqu'un ou quelque chose.",29.27,3-5-ans,,"tous les matins, martin, un jeune garçon, se réveille en se demandant ce que va lui réserver sa journée. en effet, tous les matins il devient quelqu'un ou quelque chose.","['matin', 'martin', 'jeune', 'garçon', 'réveille', 'demander', 'réserver', 'journée', 'matin', 'devenir', 'chose']",matin martin jeune garçon réveille demander réserver journée matin devenir chose
812,43259,Total renovation,magazine,42.0,36.0,2488.44,343,0,9,212,92,103,249,352,89584.0,3485145.0,2593088.0,892057.0,Total renovation,29.26,decoration,,total renovation,"['total', 'renovation']",total renovation
1282,49787,Zig et Sharko,jeunesse,32.0,118.0,469.84,66,28,12,46,17,31,75,106,55441.0,289042.0,231581.0,57461.0,"Zig, une hyène affamée, cherche désespérément à dévorer la belle sirène, Marina... Mais cette dernière est bien protégée par Sharko, un requin très costaud qui la protège !
Aidé de Bernie, son ami bernard l'ermite, Zig fait preuve d'ingéniosité et enchaîne les plans plus incroyables pour se rapprocher de Marina... Mais Sharko veille au grain sur sa belle !",29.25,6-8-ans,dessins-animes,"zig, une hyène affamée, cherche désespérément à dévorer la belle sirène, marina... mais cette dernière est bien protégée par sharko, un requin très costaud qui la protège !
aidé de bernie, son ami bernard l'ermite, zig fait preuve d'ingéniosité et enchaîne les plans plus incroyables pour se rapprocher de marina... mais sharko veille au grain sur sa belle !","['zig', 'hyène', 'affamé', 'cherche', 'désespérément', 'dévorer', 'bel', 'sirène', 'marina', 'dernier', 'bien', 'protéger', 'sharko', 'requin', 'très', 'costaud', 'protège', 'aider', 'bernie', 'ami', 'bernard', 'ermite', 'zig', 'preuve', 'ingéniosité', 'enchaîne', 'plan', 'incroyable', 'rapprocher', 'mariner', 'sharko', 'veille', 'grain', 'bel']",zig hyène affamé cherche désespérément dévorer bel sirène marina dernier bien protéger sharko requin très costaud protège aider bernie ami bernard ermite zig preuve ingéniosité enchaîne plan incroyable rapprocher mariner sharko veille grain bel
577,44772,Tattoo Cover,divertissement,32.0,72.0,2915.64,706,1,34,474,184,217,526,743,209926.0,11463981.0,9555660.0,1908321.0,"Dodie, Marty Early, Diego Moraes, artistes mondialement connus sont rejoints par deux nouveaux talents : Karina NG, considérée comme l’une des étoiles montantes du tatouage Old School et Adrien, spécialiste du style japonais. Dans un shop spécialement aménagé dans le centre de Paris, ces cinq virtuoses du tatouage vont relever un défi : faire disparaître à tout jamais des tatouages honteux, complètement ratés, ou synonymes de mauvais souvenirs, en les recouvrant avec des créations inédites. Ave…",29.21,mode-beaute,,"dodie, marty early, diego moraes, artistes mondialement connus sont rejoints par deux nouveaux talents : karina ng, considérée comme l’une des étoiles montantes du tatouage old school et adrien, spécialiste du style japonais. dans un shop spécialement aménagé dans le centre de paris, ces cinq virtuoses du tatouage vont relever un défi : faire disparaître à tout jamais des tatouages honteux, complètement ratés, ou synonymes de mauvais souvenirs, en les recouvrant avec des créations inédites. ave…","['dodie', 'marty', 'early', 'diego', 'morae', 'artiste', 'mondialement', 'connaître', 'rejoindre', 'talent', 'kariner', 'ng', 'considérer', 'étoile', 'montant', 'tatouage', 'old', 'school', 'adrien', 'spécialiste', 'style', 'japonais', 'shop', 'spécialement', 'aménager', 'centre', 'pari', 'virtuose', 'tatouage', 'relever', 'défi', 'disparaître', 'jamais', 'tatouage', 'honteux', 'complètement', 'rater', 'synonyme', 'mauvais', 'souvenirs', 'recouvrant', 'création', 'inédit', 'av']",dodie marty early diego morae artiste mondialement connaître rejoindre talent kariner ng considérer étoile montant tatouage old school adrien spécialiste style japonais shop spécialement aménager centre pari virtuose tatouage relever défi disparaître jamais tatouage honteux complètement rater synonyme mauvais souvenirs recouvrant création inédit av
1245,47901,France Kbek,series,39.0,20.0,1336.2,116,0,4,51,49,35,85,120,26724.0,867896.0,748696.0,119200.0,"Une jeune québécoise a pris un nouveau départ en France en cachant tout de ses origines, aussi bien à ses proches qu'à son entourage professionnel. Cet équilibre bascule lorsqu'une vieille amie de son pays natal débarque dans sa vie",29.17,comedie,,"une jeune québécoise a pris un nouveau départ en france en cachant tout de ses origines, aussi bien à ses proches qu'à son entourage professionnel. cet équilibre bascule lorsqu'une vieille amie de son pays natal débarque dans sa vie","['jeune', 'québécois', 'prendre', 'départ', 'france', 'cacher', 'origine', 'bien', 'entourage', 'professionnel', 'équilibre', 'bascule', 'vieux', 'amie', 'pays', 'natal', 'débarqu']",jeune québécois prendre départ france cacher origine bien entourage professionnel équilibre bascule vieux amie pays natal débarqu
132,50905,La meilleure boulangerie de France,divertissement,36.0,40.0,3139.45,4191,2,116,2453,1410,1264,3070,4334,125578.0,70715379.0,59074915.0,11640464.0,"Cette nouvelle saison pleine de surprises, va mener Bruno Cormerais et Norbert Tarayre au cœur des 13 régions métropolitaines françaises, des petits villages aux grandes villes, de la montagne au bord de mer pour trouver LA meilleure boulangerie de France. Pour décrocher le graal, nos boulangers en lice vont devoir se surpasser et relever les défis lancés par nos chefs..",29.16,cuisine,docurealite,"cette nouvelle saison pleine de surprises, va mener bruno cormerais et norbert tarayre au cœur des 13 régions métropolitaines françaises, des petits villages aux grandes villes, de la montagne au bord de mer pour trouver la meilleure boulangerie de france. pour décrocher le graal, nos boulangers en lice vont devoir se surpasser et relever les défis lancés par nos chefs..","['saison', 'plein', 'surprise', 'mener', 'bruno', 'cormerai', 'norbert', 'tarayre', 'cœur', 'région', 'métropolitain', 'français', 'petit', 'village', 'grand', 'ville', 'montagne', 'bord', 'mer', 'trouver', 'meilleur', 'boulangerie', 'france', 'décrocher', 'graal', 'boulanger', 'lice', 'devoir', 'surpasser', 'relever', 'défi', 'lancer', 'chef']",saison plein surprise mener bruno cormerai norbert tarayre cœur région métropolitain français petit village grand ville montagne bord mer trouver meilleur boulangerie france décrocher graal boulanger lice devoir surpasser relever défi lancer chef
678,46156,L'Île des Ex,divertissement,30.0,10.0,2418.5,507,0,17,384,99,153,372,525,24185.0,4093119.0,3297136.0,795983.0,"Lorsque cinq ex-couples débarquent sur l'Île des Ex, ce n'est pas pour se réconcilier... bien au contraire ! Ces derniers viennent subir une thérapie intensive pour se libérer de leur relation toxique. Isolés sur une île, ils vont devoir suivre les conseils du Dr. Ish Major pour oublier leur passé. Mais l'arrivée imprévue de 10 célibataires sur l'île va offrir à nos ex-couples une chance de trouver le grand amour. A moins qu'ils ne repartent, à nouveau, avec le cœur brisé...",29.14,serie-realite,,"lorsque cinq ex-couples débarquent sur l'île des ex, ce n'est pas pour se réconcilier... bien au contraire ! ces derniers viennent subir une thérapie intensive pour se libérer de leur relation toxique. isolés sur une île, ils vont devoir suivre les conseils du dr. ish major pour oublier leur passé. mais l'arrivée imprévue de 10 célibataires sur l'île va offrir à nos ex-couples une chance de trouver le grand amour. a moins qu'ils ne repartent, à nouveau, avec le cœur brisé...","['débarquent', 'île', 'e', 'réconcilier', 'bien', 'contraire', 'dernier', 'viennent', 'subir', 'thérapie', 'intensif', 'libérer', 'relation', 'toxique', 'isolé', 'île', 'devoir', 'conseil', 'dr', 'ish', 'major', 'oublier', 'passé', 'arrivée', 'imprévu', 'célibataire', 'île', 'offrir', 'chance', 'trouver', 'grand', 'amour', 'repartir', 'cœur', 'briser']",débarquent île e réconcilier bien contraire dernier viennent subir thérapie intensif libérer relation toxique isolé île devoir conseil dr ish major oublier passé arrivée imprévu célibataire île offrir chance trouver grand amour repartir cœur briser
268,50339,Monsterland,series,38.0,8.0,2882.38,2149,1,48,1313,697,641,1561,2202,23059.0,20174133.0,13918672.0,6255461.0,"Afin de reprendre le contrôle de leur destin, des individus épuisés par la vie commettent des actes désespérés... Sont-ils devenus des monstres ? En tout cas, certains viennent les hanter pour les mettre face à leur plus grande peur... Cette série d'anthologie horrifique est inspirée de l'œuvre de Nathan Ballingrud, auteur américain à succès spécialiste d'horreur et de fantaisie. Monsterland s'immisce dans les pensées les plus sombres des personnages : la dépression, la solitude, le déni..",29.11,horreur,thriller-suspense,"afin de reprendre le contrôle de leur destin, des individus épuisés par la vie commettent des actes désespérés... sont-ils devenus des monstres ? en tout cas, certains viennent les hanter pour les mettre face à leur plus grande peur... cette série d'anthologie horrifique est inspirée de l'œuvre de nathan ballingrud, auteur américain à succès spécialiste d'horreur et de fantaisie. monsterland s'immisce dans les pensées les plus sombres des personnages : la dépression, la solitude, le déni..","['reprendre', 'contrôle', 'destin', 'individu', 'épuiser', 'commettent', 'acte', 'désespérer', 'devenu', 'monstre', 'cas', 'venir', 'hanter', 'mettre', 'face', 'grand', 'peur', 'série', 'anthologie', 'horrifique', 'inspirer', 'œuvre', 'nathan', 'ballingrud', 'auteur', 'américain', 'succès', 'spécialiste', 'horreur', 'fantaisie', 'monsterland', 'immiscer', 'pensée', 'sombre', 'personnage', 'dépression', 'solitude', 'déni']",reprendre contrôle destin individu épuiser commettent acte désespérer devenu monstre cas venir hanter mettre face grand peur série anthologie horrifique inspirer œuvre nathan ballingrud auteur américain succès spécialiste horreur fantaisie monsterland immiscer pensée sombre personnage dépression solitude déni
1090,47577,Pokémon,jeunesse,34.0,20.0,1228.0,110,55,11,64,38,51,125,176,24560.0,660976.0,440985.0,219991.0,Les Pokémon sont de retour dans une saison totalement inédite en France ! Top départ pour un grand voyage à travers différentes régions du Monde Pokémon. Les personnages emblématiques vont accueillir et former les nouveaux joueurs aux combats... L...,28.98,6-8-ans,dessins-animes,les pokémon sont de retour dans une saison totalement inédite en france ! top départ pour un grand voyage à travers différentes régions du monde pokémon. les personnages emblématiques vont accueillir et former les nouveaux joueurs aux combats... l...,"['pokémon', 'saison', 'totalement', 'inédite', 'france', 'top', 'départ', 'grand', 'voyage', 'travers', 'région', 'monde', 'pokémon', 'personnage', 'emblématique', 'accueillir', 'former', 'joueur', 'combat', 'l']",pokémon saison totalement inédite france top départ grand voyage travers région monde pokémon personnage emblématique accueillir former joueur combat l
880,48904,Le royaume sauvage,documentaire,38.0,16.0,2866.31,290,0,13,159,107,88,216,304,45861.0,2975251.0,2259279.0,715972.0,"Embarquez pour une aventure exceptionnelle au cœur de la faune sauvage, filmée au plus près. Là où pour faire survivre leur espèce, certains prédateurs impitoyables sont prêts à tout...",28.95,aventure,voyage-decouvertes,"embarquez pour une aventure exceptionnelle au cœur de la faune sauvage, filmée au plus près. là où pour faire survivre leur espèce, certains prédateurs impitoyables sont prêts à tout...","['embarquer', 'aventure', 'exceptionnel', 'cœur', 'faune', 'sauvage', 'filmer', 'survivre', 'espèce', 'prédateur', 'impitoyable', 'prêt']",embarquer aventure exceptionnel cœur faune sauvage filmer survivre espèce prédateur impitoyable prêt
928,43729,Robin des Bois,jeunesse,36.0,76.0,677.61,132,121,15,85,38,77,191,268,51498.0,840575.0,617656.0,222919.0,"Robin des Bois n’a que 10 ans, mais est déjà un vrai héros. Avec ses amis du même âge, Tuck, Petit Jean, Marianne et Scarlett, il s’oppose aux caprices du jeune Prince Jean, dans une série d’aventure où se mêlent joyeusement action, magie et comédie.",28.73,6-8-ans,dessins-animes,"robin des bois n’a que 10 ans, mais est déjà un vrai héros. avec ses amis du même âge, tuck, petit jean, marianne et scarlett, il s’oppose aux caprices du jeune prince jean, dans une série d’aventure où se mêlent joyeusement action, magie et comédie.","['robin', 'bois', 'déjà', 'vrai', 'héros', 'ami', 'âge', 'tuck', 'petit', 'jean', 'marianne', 'scarlett', 'oppose', 'caprice', 'jeune', 'prince', 'jean', 'série', 'aventure', 'mêler', 'joyeusement', 'action', 'magie', 'comédie']",robin bois déjà vrai héros ami âge tuck petit jean marianne scarlett oppose caprice jeune prince jean série aventure mêler joyeusement action magie comédie
317,51474,Urgences,series,37.0,331.0,2583.06,1790,0,31,1216,419,522,1299,1821,854992.0,17534580.0,13125567.0,4409013.0,"A Chicago, l'hôpital Cook County dispose d'un service des urgences dans lequel oeuvre une équipe de médecins dévoués et courageux, sous la houlette du docteur Mark Greene. Leur quotidien est ponctué de drames et de victoires, mais aussi de difficultés personnelles, professionnelles ou sentimentales",28.67,drame,medical,"a chicago, l'hôpital cook county dispose d'un service des urgences dans lequel oeuvre une équipe de médecins dévoués et courageux, sous la houlette du docteur mark greene. leur quotidien est ponctué de drames et de victoires, mais aussi de difficultés personnelles, professionnelles ou sentimentales","['chicago', 'hôpital', 'cook', 'county', 'dispose', 'service', 'urgence', 'oeuvre', 'équipe', 'médecin', 'dévouer', 'courageux', 'houlette', 'docteur', 'mark', 'green', 'quotidien', 'ponctuer', 'drame', 'victoire', 'difficulté', 'personnel', 'professionnel', 'sentimental']",chicago hôpital cook county dispose service urgence oeuvre équipe médecin dévouer courageux houlette docteur mark green quotidien ponctuer drame victoire difficulté personnel professionnel sentimental
1114,51059,Sidaction,infos,42.0,1.0,8757.0,162,0,2,92,53,47,118,165,8757.0,705361.0,387354.0,318007.0,"Sidaction 2021
20% des jeunes de 15 à 24 ans s'estiment mal informés sur le Sida. Alors direction le site internet et les réseaux sociaux pour mieux comprendre cette maladie. Et bien sûr pensez à composer le 110 pour faire un don.",28.48,actualite-info,,"sidaction 2021
20% des jeunes de 15 à 24 ans s'estiment mal informés sur le sida. alors direction le site internet et les réseaux sociaux pour mieux comprendre cette maladie. et bien sûr pensez à composer le 110 pour faire un don.","['sidaction', 'jeune', 'estimer', 'mal', 'informer', 'sida', 'direction', 'site', 'internet', 'réseau', 'social', 'mieux', 'comprendre', 'maladie', 'bien', 'sûr', 'penser', 'composer', 'don']",sidaction jeune estimer mal informer sida direction site internet réseau social mieux comprendre maladie bien sûr penser composer don
1052,47390,Objectif Top Chef,divertissement,32.0,49.0,3086.61,180,0,13,106,61,55,139,194,151244.0,3334712.0,2841561.0,493151.0,"Philippe Etchebest repart à la recherche du candidat qui intègrera sa brigade dans la 12e édition du concours Top Chef ! Pour atteindre son objectif, le Chef va juger plus d'une centaine d'apprentis et d'amateurs motivés pour qui apprendre aux côtés d'un Meilleur Ouvrier de France est le rêve d'une vie. Impitoyable mais juste, il va les mettre à l'épreuve... Et à la fin, un seul intègrera sa brigade dans la prochaine saison de Top Chef !",28.35,cuisine,jeu,"philippe etchebest repart à la recherche du candidat qui intègrera sa brigade dans la 12e édition du concours top chef ! pour atteindre son objectif, le chef va juger plus d'une centaine d'apprentis et d'amateurs motivés pour qui apprendre aux côtés d'un meilleur ouvrier de france est le rêve d'une vie. impitoyable mais juste, il va les mettre à l'épreuve... et à la fin, un seul intègrera sa brigade dans la prochaine saison de top chef !","['philippe', 'etchebest', 'repartir', 'recherche', 'candidat', 'intègrerer', 'brigade', 'édition', 'concours', 'top', 'chef', 'atteindre', 'objectif', 'chef', 'juger', 'centaine', 'apprenti', 'amateur', 'motiver', 'apprendre', 'côté', 'meilleur', 'ouvrier', 'france', 'rêve', 'impitoyable', 'mettre', 'épreuve', 'fin', 'intègrerer', 'brigade', 'prochain', 'saison', 'top', 'chef']",philippe etchebest repartir recherche candidat intègrerer brigade édition concours top chef atteindre objectif chef juger centaine apprenti amateur motiver apprendre côté meilleur ouvrier france rêve impitoyable mettre épreuve fin intègrerer brigade prochain saison top chef
1407,48058,Simon en anglais,jeunesse,35.0,27.0,318.04,30,30,3,18,11,18,46,64,8587.0,92188.0,74290.0,17898.0,Retrouve ton lapin préféré en anglais,28.12,3-5-ans,dessins-animes,retrouve ton lapin préféré en anglais,"['retrouve', 'lapin', 'préférer', 'anglais']",retrouve lapin préférer anglais
37,10721,Top Chef,divertissement,32.0,57.0,6966.07,14989,1,738,9016,4528,4439,11360,15799,397066.0,369877182.0,262436656.0,107440526.0,"Pour cette nouvelle saison, les cuisines du concours Top Chef vont être le théâtre d'épreuves nouvelles et de challenges inédits. Notre prestigieux jury, composé d'Hélène Darroze, Philippe Etchebest, Paul Pairet et Michel Sarran, a invité des chefs ultra créatifs à participer, parfois pour la première fois, à Top Chef.",28.1,cuisine,jeu,"pour cette nouvelle saison, les cuisines du concours top chef vont être le théâtre d'épreuves nouvelles et de challenges inédits. notre prestigieux jury, composé d'hélène darroze, philippe etchebest, paul pairet et michel sarran, a invité des chefs ultra créatifs à participer, parfois pour la première fois, à top chef.","['saison', 'cuisine', 'concours', 'top', 'chef', 'théâtre', 'épreuve', 'challenge', 'inédit', 'prestigieux', 'jury', 'composer', 'hélène', 'darroze', 'philippe', 'etchebest', 'paul', 'pairet', 'michel', 'sarran', 'inviter', 'chef', 'ultra', 'créatif', 'participer', 'fois', 'top', 'chef']",saison cuisine concours top chef théâtre épreuve challenge inédit prestigieux jury composer hélène darroze philippe etchebest paul pairet michel sarran inviter chef ultra créatif participer fois top chef
615,51098,Gérard de par le monde - Japon,documentaire,42.0,5.0,1561.6,663,0,17,308,302,191,490,681,7808.0,2476602.0,1554180.0,922422.0,"Globe-trotter invétéré et amoureux du Japon ; entre art, gastronomie et spiritualité, Gérard Depardieu sillonne l'archipel nippon à la rencontre d'un peuple profondément attaché à ses traditions, en laissant la part belle à l'imprévu.",28.05,cuisine,voyage-decouvertes,"globe-trotter invétéré et amoureux du japon ; entre art, gastronomie et spiritualité, gérard depardieu sillonne l'archipel nippon à la rencontre d'un peuple profondément attaché à ses traditions, en laissant la part belle à l'imprévu.","['globe', 'trotter', 'invétéré', 'amoureux', 'japon', 'art', 'gastronomie', 'spiritualité', 'gérard', 'depardieu', 'sillonne', 'archipel', 'nippon', 'rencontre', 'peuple', 'profondément', 'attacher', 'tradition', 'part', 'bel', 'imprévu']",globe trotter invétéré amoureux japon art gastronomie spiritualité gérard depardieu sillonne archipel nippon rencontre peuple profondément attacher tradition part bel imprévu
946,45215,Magnifique by Cristina,divertissement,37.0,45.0,1585.02,255,0,9,191,43,74,190,264,71326.0,1759353.0,1481483.0,277870.0,"Complice et experte, cash mais bienveillante, Cristina Cordula, c'est la bonne copine qui a toujours la pêche et nous aide à nous mettre en valeur. Et cela fait déjà six saisons que ça dure ! 
Cristina, que l'on soit en « H », en « A » ou en « T », on ne s'en lasse pas.",28.03,mode-beaute,,"complice et experte, cash mais bienveillante, cristina cordula, c'est la bonne copine qui a toujours la pêche et nous aide à nous mettre en valeur. et cela fait déjà six saisons que ça dure ! 
cristina, que l'on soit en « h », en « a » ou en « t », on ne s'en lasse pas.","['complice', 'expert', 'cash', 'bienveillant', 'cristiner', 'cordula', 'bon', 'copine', 'pêche', 'aide', 'mettre', 'valeur', 'déjà', 'saison', 'dur', 'cristina', 'heure', 't', 'lasse']",complice expert cash bienveillant cristiner cordula bon copine pêche aide mettre valeur déjà saison dur cristina heure t lasse
1235,42832,Power Players,jeunesse,38.0,59.0,661.0,37,84,3,22,13,35,90,125,38999.0,373493.0,263675.0,109818.0,"Axel est un garçon de neuf ans capable de se transformer en jouet vivant ! Du haut de ses vingt centimètres, ce super-héros miniature est à la tête d’une escouade de jouets animés hauts en couleur, les Power Players. Ensemble, ils empêchent des super-vilains jouets aussi loufoques que dangereux de semer le chaos. Axel va dorénavant vivre des aventures comme en rêvent tous les enfants lorsqu'ils jouent avec leurs figurines !",28.0,6-8-ans,dessins-animes,"axel est un garçon de neuf ans capable de se transformer en jouet vivant ! du haut de ses vingt centimètres, ce super-héros miniature est à la tête d’une escouade de jouets animés hauts en couleur, les power players. ensemble, ils empêchent des super-vilains jouets aussi loufoques que dangereux de semer le chaos. axel va dorénavant vivre des aventures comme en rêvent tous les enfants lorsqu'ils jouent avec leurs figurines !","['axel', 'garçon', 'neuf', 'capable', 'transformer', 'jouet', 'vivant', 'haut', 'centimètre', 'miniature', 'tête', 'escouade', 'jouet', 'animer', 'haut', 'couleur', 'power', 'player', 'ensemble', 'empêcher', 'jouet', 'loufoque', 'dangereux', 'semer', 'chaos', 'axel', 'dorénavant', 'vivre', 'aventure', 'rêvent', 'enfant', 'jouent', 'figurine']",axel garçon neuf capable transformer jouet vivant haut centimètre miniature tête escouade jouet animer haut couleur power player ensemble empêcher jouet loufoque dangereux semer chaos axel dorénavant vivre aventure rêvent enfant jouent figurine
1401,43334,Minuscule,jeunesse,37.0,25.0,276.36,49,17,2,31,17,19,49,68,6909.0,50935.0,28696.0,22239.0,Kids 3-5 nature,27.94,dessins-animes,,kids 3-5 nature,"['kids', 'nature']",kids nature
41,50346,Je te promets,series,36.0,12.0,3000.0,13632,0,404,9471,3098,3928,10140,14068,36000.0,161950182.0,110290670.0,51659512.0,"Paul, et sa femme Florence attendent avec impatience la naissance de leurs triplés. De leur côté, Mathis, un trader comblé vient de retrouver son père biologique mais hésite à le rencontrer ; Maud, une jeune femme en surpoids, n’arrive pas à maigrir et cherche un sens à sa vie et Michaël, footballeur à l'OM, voit sa carrière stoppée après un incident malheureux. Alors que Paul, Mathis, Maud et Michaël fêtent leurs 37 ans, ils font face à des choix importants, qui vont bouleverser leurs vies..",27.92,comedie-dramatique,,"paul, et sa femme florence attendent avec impatience la naissance de leurs triplés. de leur côté, mathis, un trader comblé vient de retrouver son père biologique mais hésite à le rencontrer ; maud, une jeune femme en surpoids, n’arrive pas à maigrir et cherche un sens à sa vie et michaël, footballeur à l'om, voit sa carrière stoppée après un incident malheureux. alors que paul, mathis, maud et michaël fêtent leurs 37 ans, ils font face à des choix importants, qui vont bouleverser leurs vies..","['paul', 'femme', 'florence', 'attendre', 'impatience', 'naissance', 'triplé', 'côté', 'mathi', 'trader', 'combler', 'venir', 'retrouver', 'père', 'biologique', 'hésite', 'rencontrer', 'maud', 'jeune', 'femme', 'surpoids', 'arrive', 'maigrir', 'cherche', 'sens', 'michaël', 'footballeur', 'om', 'voir', 'carrière', 'stopper', 'incident', 'malheureux', 'paul', 'mathi', 'maud', 'michaël', 'fêter', 'face', 'choix', 'important', 'bouleverser']",paul femme florence attendre impatience naissance triplé côté mathi trader combler venir retrouver père biologique hésite rencontrer maud jeune femme surpoids arrive maigrir cherche sens michaël footballeur om voir carrière stopper incident malheureux paul mathi maud michaël fêter face choix important bouleverser
